Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2021-12-31,County,GA Georgia,GA Appling County 13001,9,Housing Choice Vouchers,3,,Appling County,13001,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Bacon County 13005,9,Housing Choice Vouchers,3,,Bacon County,13005,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Baker County 13007,9,Housing Choice Vouchers,3,,Baker County,13007,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Baldwin County 13009,9,Housing Choice Vouchers,3,,Baldwin County,13009,71,70,51,100,6,4,1.8,94,248,788,10215,5542,13,52,24,4,7,14,-1,76,23,96,80,-1,31,94,31,47,80,32,2,39,29,29,2,94,92,-1,-1,6,-1,2,-1,2,2,6,146,100,115,4,63,33,61,26,48,58,,,,,,GA,,,6.0
2021-12-31,County,GA Georgia,GA Barrow County 13013,9,Housing Choice Vouchers,3,,Barrow County,13013,146,70,105,100,6,8,2.1,218,382,788,14487,6977,8,29,23,21,18,20,-1,74,20,98,84,2,34,85,34,45,84,33,-1,45,25,30,2,70,63,-1,2,30,1,5,-1,6,1,14,175,99,131,12,39,49,52,14,30,81,,,,,,GA,,,30.0
2021-12-31,County,GA Georgia,GA Bartow County 13015,9,Housing Choice Vouchers,3,,Bartow County,13015,101,70,73,100,7,1,2.2,163,356,788,11816,5292,3,31,34,15,16,19,1,63,17,99,88,-1,36,88,36,45,87,27,-1,55,25,21,1,79,73,-1,-1,21,3,4,-1,7,0,61,128,97,142,18,36,47,42,14,27,68,,,,,,GA,,,21.0
2021-12-31,County,GA Georgia,GA Ben Hill County 13017,9,Housing Choice Vouchers,3,,Ben Hill County,13017,26,70,19,100,6,-1,1.7,32,266,788,11090,6585,11,63,11,-1,16,16,-1,84,27,89,74,-1,37,95,37,50,71,38,-1,42,21,37,-1,95,89,-1,-1,5,-1,5,-1,5,0,-1,197,100,133,26,26,47,42,34,52,67,,,,,,GA,,,5.0
2021-12-31,County,GA Georgia,GA Berrien County 13019,9,Housing Choice Vouchers,3,,Berrien County,13019,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Bibb County 13021,9,Housing Choice Vouchers,3,,Bibb County,13021,3588,90,3445,100,6,6,2.5,8609,318,618,12164,4868,13,34,22,13,18,25,1,63,25,91,68,1,49,87,49,26,86,19,1,56,19,23,1,97,96,0,0,3,0,0,0,1,0,20,109,98,184,17,32,50,31,36,76,64,,,,,,GA,,,3.0
2021-12-31,County,GA Georgia,GA Bleckley County 13023,9,Housing Choice Vouchers,3,,Bleckley County,13023,21,70,15,100,5,-1,1.8,27,320,788,11801,6556,7,21,43,14,14,20,-1,73,27,100,53,-1,13,93,13,45,50,30,-1,27,47,27,-1,87,87,-1,-1,13,-1,-1,-1,0,0,-1,156,100,125,7,53,40,53,21,37,68,,,,,,GA,,,13.0
2021-12-31,County,GA Georgia,GA Brantley County 13025,9,Housing Choice Vouchers,3,,Brantley County,13025,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Brooks County 13027,9,Housing Choice Vouchers,3,,Brooks County,13027,33,70,24,100,5,-1,3.3,80,272,788,11103,3331,29,10,24,14,24,38,-1,50,22,92,71,-1,75,100,75,9,100,5,-1,83,8,8,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,127,100,150,4,29,67,29,26,56,70,,,,,,GA,,,0.0
2021-12-31,County,GA Georgia,GA Bryan County 13029,9,Housing Choice Vouchers,3,,Bryan County,13029,50,70,36,100,5,11,2.0,72,334,788,13617,6808,9,29,26,15,21,19,-1,75,23,97,75,-1,33,86,33,29,67,28,-1,50,8,42,-1,94,92,-1,-1,6,-1,3,-1,3,0,3,86,97,121,11,58,31,47,15,28,71,,,,,,GA,,,6.0
2021-12-31,County,GA Georgia,GA Bulloch County 13031,9,Housing Choice Vouchers,3,,Bulloch County,13031,110,70,79,100,5,4,2.4,193,267,788,10199,4175,16,37,22,12,13,20,-1,66,22,94,75,-1,47,97,47,39,78,23,-1,53,35,11,1,95,92,-1,-1,5,1,1,-1,3,0,7,145,100,137,15,34,51,30,28,44,52,,,,,,GA,,,5.0
2021-12-31,County,GA Georgia,GA Burke County 13033,9,Housing Choice Vouchers,3,,Burke County,13033,54,70,39,100,6,-1,3.0,118,357,788,15926,5264,11,26,24,11,29,26,-1,72,26,90,72,-1,64,97,64,19,83,17,-1,62,8,31,3,100,97,-1,-1,-1,-1,3,-1,3,0,-1,140,97,141,8,18,74,33,29,71,58,,,,,,GA,,,0.0
2021-12-31,County,GA Georgia,GA Butts County 13035,9,Housing Choice Vouchers,3,,Butts County,13035,14,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Calhoun County 13037,9,Housing Choice Vouchers,3,,Calhoun County,13037,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Camden County 13039,9,Housing Choice Vouchers,3,,Camden County,13039,158,70,114,100,6,2,2.7,304,342,788,13948,5231,8,30,19,22,22,28,-1,69,25,96,64,1,53,92,52,26,78,18,-1,52,16,32,2,89,79,-1,-1,11,1,10,-1,11,0,62,141,100,123,8,33,59,34,19,33,65,,,,,,GA,,,11.0
2021-12-31,County,GA Georgia,GA Candler County 13043,9,Housing Choice Vouchers,3,,Candler County,13043,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,GA,,,
2021-12-31,County,GA Georgia,GA Carroll County 13045,9,Housing Choice Vouchers,3,,Carroll County,13045,797,76,642,100,7,9,2.4,1567,330,739,12151,4978,11,32,24,14,19,24,1,63,17,98,86,2,50,86,50,30,51,17,4,52,20,24,1,84,81,0,0,16,0,1,1,3,1,20,109,100,130,19,35,46,31,23,40,65,,,,,,GA,,,16.0
