Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2016-12-31,County,SC South Carolina,"SC Abbeville County, South Carolina 45001",9,Housing Choice Vouchers,3,,Abbeville County,45001,48,99,48,100,5,21,2.0,95,326,493,12951,6544,6,36,32,6,19,29,-1,69,33,88,52,-1,40,77,40,54,57,28,-1,58,27,15,-1,81,81,-1,-1,19,-1,-1,-1,0,2,30,78,100,173,44,33,23,21,24,36,69,,,,,,SC,,,19.0
2016-12-31,County,SC South Carolina,"SC Aiken County, South Carolina 45003",9,Housing Choice Vouchers,3,,Aiken County,45003,942,96,886,98,5,9,2.7,2353,315,538,12316,4637,18,27,22,17,16,38,2,57,24,94,68,1,61,95,61,23,50,11,3,66,17,15,1,92,90,0,-1,8,0,1,-1,1,0,44,93,96,202,9,35,55,30,27,46,64,,,,,,SC,,,8.0
2016-12-31,County,SC South Carolina,"SC Allendale County, South Carolina 45005",9,Housing Choice Vouchers,3,,Allendale County,45005,48,85,41,100,6,17,2.8,116,318,648,11647,4117,10,44,17,20,10,44,-1,56,29,93,61,2,61,90,61,26,100,11,2,68,22,7,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,60,81,100,247,-1,17,83,44,30,81,64,,,,,,SC,,,0.0
2016-12-31,County,SC South Carolina,"SC Anderson County, South Carolina 45007",9,Housing Choice Vouchers,3,,Anderson County,45007,1019,99,1019,100,5,12,2.3,2302,316,492,12282,5437,10,34,28,13,16,28,0,68,29,91,57,2,45,89,47,35,45,18,2,54,18,26,2,76,75,0,0,24,0,1,-1,1,0,9,94,97,180,15,44,41,39,31,46,68,,,,,,SC,,,24.0
2016-12-31,County,SC South Carolina,"SC Bamberg County, South Carolina 45009",9,Housing Choice Vouchers,3,,Bamberg County,45009,33,85,28,100,7,25,2.9,80,295,648,11537,4038,7,50,21,11,11,18,-1,82,29,93,68,-1,64,100,64,41,100,19,-1,61,18,21,-1,96,96,-1,-1,4,-1,-1,-1,0,0,83,107,100,242,7,39,54,25,28,66,66,,,,,,SC,,,4.0
2016-12-31,County,SC South Carolina,"SC Barnwell County, South Carolina 45011",9,Housing Choice Vouchers,3,,Barnwell County,45011,54,85,46,100,8,20,2.5,114,283,648,10984,4432,26,26,22,11,15,39,2,59,26,91,63,-1,59,96,57,25,83,15,2,61,24,13,-1,98,96,-1,-1,2,2,-1,-1,2,0,49,80,100,202,4,39,57,46,29,54,57,,,,,,SC,,,2.0
2016-12-31,County,SC South Carolina,"SC Beaufort County, South Carolina 45013",9,Housing Choice Vouchers,3,,Beaufort County,45013,554,97,540,100,6,16,2.6,1396,366,637,16219,6274,5,25,20,20,30,51,1,48,28,92,62,1,64,93,64,18,49,10,7,64,16,12,0,88,87,-1,0,12,-1,1,-1,1,0,24,70,100,177,10,41,48,26,19,47,56,,,,,,SC,,,12.0
2016-12-31,County,SC South Carolina,"SC Berkeley County, South Carolina 45015",9,Housing Choice Vouchers,3,,Berkeley County,45015,407,88,365,100,6,14,3.0,1098,345,661,13292,4419,15,27,21,17,20,45,1,53,23,97,73,4,68,94,69,20,78,11,2,71,17,10,-1,90,88,1,0,10,0,-1,1,1,0,33,75,100,188,6,35,59,22,16,43,64,,,,,,SC,,,10.0
2016-12-31,County,SC South Carolina,"SC Calhoun County, South Carolina 45017",9,Housing Choice Vouchers,3,,Calhoun County,45017,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SC,,,
2016-12-31,County,SC South Carolina,"SC Charleston County, South Carolina 45019",9,Housing Choice Vouchers,3,,Charleston County,45019,3985,94,3668,98,6,13,2.5,9310,339,632,12868,5070,12,32,22,16,19,41,1,55,23,96,72,1,54,88,54,22,69,15,3,56,20,22,1,93,92,0,0,7,1,0,0,1,0,24,80,98,165,20,42,39,24,33,73,48,,,,,,SC,,,7.0
2016-12-31,County,SC South Carolina,"SC Cherokee County, South Carolina 45021",9,Housing Choice Vouchers,3,,Cherokee County,45021,178,99,176,100,6,10,1.9,332,307,494,11474,6083,5,40,32,15,8,14,1,81,33,89,51,1,34,85,34,58,63,33,2,43,22,34,2,75,75,-1,-1,25,-1,-1,-1,0,1,36,86,100,183,18,52,30,43,33,48,55,,,,,,SC,,,25.0
2016-12-31,County,SC South Carolina,"SC Chester County, South Carolina 45023",9,Housing Choice Vouchers,3,,Chester County,45023,278,82,228,100,5,14,2.3,532,279,430,10808,4632,11,41,25,14,9,36,1,59,28,94,61,-1,55,86,53,36,78,19,8,55,22,15,1,84,83,0,-1,16,-1,-1,-1,0,0,26,80,94,163,29,41,29,17,33,56,70,,,,,,SC,,,16.0
2016-12-31,County,SC South Carolina,"SC Chesterfield County, South Carolina 45025",9,Housing Choice Vouchers,3,,Chesterfield County,45025,177,81,140,98,5,9,2.4,336,249,424,10166,4236,24,38,19,9,10,24,4,71,27,90,65,1,54,92,53,31,76,17,1,58,23,18,1,91,89,-1,-1,9,1,1,-1,2,1,15,96,100,115,11,49,39,33,28,45,65,,,,,,SC,,,9.0
2016-12-31,County,SC South Carolina,"SC Clarendon County, South Carolina 45027",9,Housing Choice Vouchers,3,,Clarendon County,45027,163,94,155,100,5,5,2.5,387,265,600,10344,4143,17,42,24,11,7,22,1,75,28,92,66,2,51,95,53,35,77,23,2,59,20,19,1,99,99,-1,-1,1,-1,-1,-1,0,0,60,108,100,165,5,35,60,39,32,64,53,,,,,,SC,,,1.0
2016-12-31,County,SC South Carolina,"SC Colleton County, South Carolina 45029",9,Housing Choice Vouchers,3,,Colleton County,45029,152,94,145,100,5,6,2.6,377,267,601,11069,4257,16,36,21,16,11,34,1,62,29,90,54,2,57,89,55,34,91,20,1,61,22,16,1,91,90,-1,-1,9,-1,1,-1,1,0,12,84,100,172,12,38,50,28,25,53,61,,,,,,SC,,,9.0
2016-12-31,County,SC South Carolina,"SC Darlington County, South Carolina 45031",9,Housing Choice Vouchers,3,,Darlington County,45031,305,86,252,96,5,12,2.8,717,282,461,12189,4284,16,31,21,19,13,46,2,51,31,87,53,1,67,95,67,23,67,11,5,67,16,12,1,94,93,-1,-1,6,-1,0,-1,0,0,16,64,100,148,14,37,49,19,30,57,62,,,,,,SC,,,6.0
2016-12-31,County,SC South Carolina,"SC Dillon County, South Carolina 45033",9,Housing Choice Vouchers,3,,Dillon County,45033,141,95,133,100,5,5,2.5,339,255,398,10323,4050,16,46,17,12,8,26,-1,71,27,92,68,1,57,92,58,30,76,17,2,62,14,22,-1,92,90,2,-1,8,-1,-1,-1,0,0,21,102,100,135,16,29,56,25,46,64,61,,,,,,SC,,,8.0
2016-12-31,County,SC South Carolina,"SC Dorchester County, South Carolina 45035",9,Housing Choice Vouchers,3,,Dorchester County,45035,875,92,823,100,5,12,2.8,2338,341,643,13555,4771,14,26,19,16,24,41,0,53,24,95,70,1,68,94,68,22,89,14,2,73,16,10,0,92,91,0,-1,8,0,1,-1,1,0,13,85,100,169,5,44,52,25,17,46,60,,,,,,SC,,,8.0
2016-12-31,County,SC South Carolina,"SC Edgefield County, South Carolina 45037",9,Housing Choice Vouchers,3,,Edgefield County,45037,210,99,208,100,5,13,2.0,410,281,493,11796,5984,9,32,29,18,11,18,-1,76,26,96,64,1,34,87,35,40,43,23,-1,43,16,40,3,82,82,-1,-1,18,-1,-1,-1,0,0,21,93,100,166,29,29,41,36,18,44,70,,,,,,SC,,,18.0
2016-12-31,County,SC South Carolina,"SC Fairfield County, South Carolina 45039",9,Housing Choice Vouchers,3,,Fairfield County,45039,169,94,161,100,5,11,2.2,356,229,601,9802,4433,18,49,18,7,8,19,1,79,19,100,88,-1,45,85,43,50,86,29,-1,60,26,14,2,92,92,-1,-1,8,-1,-1,-1,0,0,48,109,100,172,7,32,60,52,31,65,68,,,,,,SC,,,8.0
2016-12-31,County,SC South Carolina,"SC Florence County, South Carolina 45041",9,Housing Choice Vouchers,3,,Florence County,45041,977,88,848,99,4,16,2.7,2311,280,510,11787,4325,18,32,23,16,13,44,2,53,26,94,65,1,70,95,70,22,53,11,5,72,14,9,-1,95,95,-1,0,5,-1,0,-1,0,0,22,79,100,141,5,36,60,29,30,69,64,,,,,,SC,,,5.0
2016-12-31,County,SC South Carolina,"SC Georgetown County, South Carolina 45043",9,Housing Choice Vouchers,3,,Georgetown County,45043,163,77,123,98,6,9,2.7,332,274,524,11151,4131,20,27,19,14,19,42,-1,50,23,94,67,-1,67,93,66,17,83,11,2,72,16,10,-1,98,98,-1,-1,2,-1,-1,-1,0,1,20,96,98,166,15,37,48,9,31,59,60,,,,,,SC,,,2.0
2016-12-31,County,SC South Carolina,"SC Greenville County, South Carolina 45045",9,Housing Choice Vouchers,3,,Greenville County,45045,2964,97,2889,100,5,8,2.3,6735,293,613,11821,5071,17,31,23,14,15,29,9,59,24,95,70,1,50,86,49,33,65,21,3,55,20,22,1,86,84,0,0,14,0,1,-1,1,0,12,84,99,157,20,40,40,27,29,54,60,,,,,,SC,,,14.0
2016-12-31,County,SC South Carolina,"SC Greenwood County, South Carolina 45047",9,Housing Choice Vouchers,3,,Greenwood County,45047,973,100,960,99,4,19,2.2,2076,264,468,11196,5177,12,34,28,14,12,36,1,57,29,90,57,1,55,91,55,32,55,18,10,53,18,19,1,78,77,1,0,22,-1,-1,-1,0,0,6,61,100,100,13,59,29,33,29,49,61,,,,,,SC,,,22.0
2016-12-31,County,SC South Carolina,"SC Hampton County, South Carolina 45049",9,Housing Choice Vouchers,3,,Hampton County,45049,18,85,15,100,4,27,2.7,40,311,648,11173,4190,20,40,13,13,13,27,7,67,28,87,67,-1,60,87,60,33,-1,15,-1,67,33,-1,-1,93,93,-1,-1,7,-1,-1,-1,0,0,60,83,100,253,-1,33,67,47,20,53,58,,,,,,SC,,,7.0
2016-12-31,County,SC South Carolina,"SC Horry County, South Carolina 45051",9,Housing Choice Vouchers,3,,Horry County,45051,1267,90,1217,100,5,10,2.3,2824,283,657,11676,5032,11,33,29,13,14,33,1,60,28,91,61,3,45,80,45,38,80,24,1,53,26,19,1,67,64,1,0,33,0,1,0,2,0,10,98,91,135,18,37,45,34,26,37,47,,,,,,SC,,,33.0
2016-12-31,County,SC South Carolina,"SC Jasper County, South Carolina 45053",9,Housing Choice Vouchers,3,,Jasper County,45053,25,85,21,100,3,14,2.4,50,254,648,10864,4563,24,33,14,14,14,33,5,62,28,86,62,-1,76,95,71,30,100,14,-1,76,19,5,-1,81,81,-1,-1,19,-1,-1,-1,0,0,61,55,100,209,14,29,57,29,26,68,56,,,,,,SC,,,19.0
