Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2017-12-31,County,SC South Carolina,SC Abbeville County 45001,9,Housing Choice Vouchers,3,,Abbeville County,45001,41,99,41,100,6,10,2.0,80,257,448,9548,4893,15,44,32,7,2,5,-1,95,26,100,63,2,29,78,32,61,40,30,-1,54,22,24,-1,80,80,-1,-1,20,-1,-1,-1,0,2,-1,81,100,173,49,27,24,22,23,36,69,,,,,,SC,,,20.0
2017-12-31,County,SC South Carolina,SC Aiken County 45003,9,Housing Choice Vouchers,3,,Aiken County,45003,948,98,912,98,5,13,2.7,2463,310,530,11977,4435,18,28,20,16,18,37,1,56,23,96,70,1,61,95,62,21,53,11,2,67,16,16,0,92,90,0,0,8,0,1,0,1,1,69,92,96,201,9,32,59,31,27,47,65,,,,,,SC,,,8.0
2017-12-31,County,SC South Carolina,SC Allendale County 45005,9,Housing Choice Vouchers,3,,Allendale County,45005,47,87,41,100,8,12,3.1,129,314,595,11638,3699,17,32,20,20,12,44,-1,56,29,90,63,2,66,93,68,26,100,11,-1,76,17,7,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,12,85,100,253,-1,10,90,39,31,81,62,,,,,,SC,,,0.0
2017-12-31,County,SC South Carolina,SC Anderson County 45007,9,Housing Choice Vouchers,3,,Anderson County,45007,1020,96,974,100,6,9,2.2,2134,314,436,12138,5540,12,32,29,13,14,26,0,72,28,93,58,2,43,89,44,39,43,20,1,52,19,27,2,77,75,-1,0,23,0,1,-1,1,0,17,98,98,177,16,44,40,40,30,46,68,,,,,,SC,,,23.0
2017-12-31,County,SC South Carolina,SC Bamberg County 45009,9,Housing Choice Vouchers,3,,Bamberg County,45009,38,87,33,100,8,21,3.0,98,226,595,9333,3143,24,36,30,3,6,24,-1,76,24,97,79,-1,70,100,70,37,100,16,9,52,21,18,-1,97,97,-1,-1,3,-1,-1,-1,0,0,24,95,100,234,6,39,55,18,27,68,62,,,,,,SC,,,3.0
2017-12-31,County,SC South Carolina,SC Barnwell County 45011,9,Housing Choice Vouchers,3,,Barnwell County,45011,50,87,44,100,9,2,2.3,102,269,595,10884,4695,27,30,18,11,14,50,-1,50,27,89,61,-1,50,95,48,29,83,19,2,59,25,14,-1,98,98,-1,-1,2,-1,-1,-1,0,0,70,98,100,201,5,41,55,55,27,54,56,,,,,,SC,,,2.0
2017-12-31,County,SC South Carolina,SC Beaufort County 45013,9,Housing Choice Vouchers,3,,Beaufort County,45013,568,100,564,99,5,23,2.5,1431,372,607,16519,6510,4,24,23,16,33,52,0,47,28,94,61,1,64,94,64,17,49,10,6,66,15,14,1,89,87,-1,0,11,-1,2,-1,2,0,17,65,100,181,9,44,47,29,20,47,56,,,,,,SC,,,11.0
2017-12-31,County,SC South Carolina,SC Berkeley County 45015,9,Housing Choice Vouchers,3,,Berkeley County,45015,423,91,402,100,5,9,2.9,1184,358,616,14127,4796,15,22,21,16,25,49,0,48,23,95,69,4,67,95,68,18,79,11,2,71,16,11,-1,92,90,0,-1,8,1,0,0,2,0,15,78,100,190,8,37,56,22,15,41,67,,,,,,SC,,,8.0
2017-12-31,County,SC South Carolina,SC Calhoun County 45017,9,Housing Choice Vouchers,3,,Calhoun County,45017,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SC,,,
2017-12-31,County,SC South Carolina,SC Charleston County 45019,9,Housing Choice Vouchers,3,,Charleston County,45019,3991,96,3855,100,5,16,2.6,9840,341,608,13733,5380,12,29,21,16,22,42,1,54,24,95,71,1,55,88,55,21,67,14,3,57,19,22,1,93,92,0,0,7,1,0,0,1,0,23,79,98,168,19,42,39,24,32,73,48,,,,,,SC,,,7.0
2017-12-31,County,SC South Carolina,SC Cherokee County 45021,9,Housing Choice Vouchers,3,,Cherokee County,45021,182,99,180,100,7,12,2.0,356,294,450,11557,5843,6,37,33,15,9,16,1,78,32,89,50,1,39,86,40,49,67,29,1,48,21,31,1,76,75,-1,-1,24,-1,1,-1,1,0,39,85,100,187,16,51,33,39,35,48,57,,,,,,SC,,,24.0
2017-12-31,County,SC South Carolina,SC Chester County 45023,9,Housing Choice Vouchers,3,,Chester County,45023,292,79,222,96,5,13,2.4,529,279,381,10425,4375,15,40,27,10,8,31,1,66,27,94,65,0,57,86,55,32,76,18,5,58,20,17,1,82,82,-1,-1,18,-1,-1,-1,0,0,30,85,95,167,27,40,33,16,29,55,69,,,,,,SC,,,18.0
2017-12-31,County,SC South Carolina,SC Chesterfield County 45025,9,Housing Choice Vouchers,3,,Chesterfield County,45025,179,75,126,94,4,8,2.3,286,283,367,11389,5017,15,35,27,13,10,29,3,67,30,92,58,2,52,92,52,31,84,20,2,56,22,20,1,92,91,-1,-1,8,1,-1,-1,1,1,26,106,100,119,12,55,33,36,26,45,63,,,,,,SC,,,8.0
2017-12-31,County,SC South Carolina,SC Clarendon County 45027,9,Housing Choice Vouchers,3,,Clarendon County,45027,172,95,165,100,4,12,2.5,415,254,569,10236,4070,17,43,19,14,8,19,-1,78,27,94,67,2,50,94,51,36,75,23,1,59,19,21,1,98,98,-1,-1,2,-1,-1,-1,0,0,35,106,100,171,4,35,61,42,34,64,55,,,,,,SC,,,2.0
2017-12-31,County,SC South Carolina,SC Colleton County 45029,9,Housing Choice Vouchers,3,,Colleton County,45029,166,95,160,100,5,13,2.6,408,288,570,11933,4680,13,35,23,15,13,32,-1,66,30,91,55,2,56,89,56,38,92,23,3,60,23,15,1,93,92,-1,-1,8,-1,1,-1,1,0,27,86,100,174,12,37,51,30,24,54,61,,,,,,SC,,,7.0
2017-12-31,County,SC South Carolina,SC Darlington County 45031,9,Housing Choice Vouchers,3,,Darlington County,45031,304,81,246,100,5,7,2.8,690,297,427,13247,4723,12,28,22,20,17,45,2,52,32,86,49,1,66,95,66,21,68,12,4,65,17,14,0,94,94,-1,-1,6,-1,0,-1,0,0,25,73,100,152,11,37,52,23,29,58,62,,,,,,SC,,,6.0
2017-12-31,County,SC South Carolina,SC Dillon County 45033,9,Housing Choice Vouchers,3,,Dillon County,45033,143,86,121,99,5,6,2.6,310,270,387,11173,4361,17,40,17,14,12,26,-1,69,29,87,67,1,61,93,62,28,76,16,2,62,15,21,-1,91,89,2,-1,9,-1,-1,-1,0,0,29,106,100,147,12,30,58,29,40,62,60,,,,,,SC,,,9.0
2017-12-31,County,SC South Carolina,SC Dorchester County 45035,9,Housing Choice Vouchers,3,,Dorchester County,45035,834,94,823,100,5,9,2.8,2302,364,606,14436,5161,14,24,18,15,28,45,1,50,24,94,68,1,67,94,67,21,86,13,3,72,15,10,0,93,92,0,-1,7,0,1,-1,2,0,14,89,100,171,4,44,52,27,16,47,58,,,,,,SC,,,7.0
2017-12-31,County,SC South Carolina,SC Edgefield County 45037,9,Housing Choice Vouchers,3,,Edgefield County,45037,215,98,213,100,6,12,2.2,470,305,450,13090,5932,8,30,28,19,15,26,-1,72,26,97,64,1,42,87,42,36,44,19,1,48,16,34,3,80,80,-1,-1,20,-1,-1,-1,0,0,44,93,100,172,25,30,46,31,18,45,70,,,,,,SC,,,20.0
2017-12-31,County,SC South Carolina,SC Fairfield County 45039,9,Housing Choice Vouchers,3,,Fairfield County,45039,155,95,149,100,5,-1,2.2,334,245,570,10497,4683,15,46,24,6,9,19,-1,80,19,99,89,-1,46,85,44,49,90,28,-1,57,29,14,2,94,94,-1,-1,6,-1,-1,-1,0,0,-1,124,100,171,7,35,58,53,33,65,66,,,,,,SC,,,6.0
2017-12-31,County,SC South Carolina,SC Florence County 45041,9,Housing Choice Vouchers,3,,Florence County,45041,980,84,816,99,4,6,2.7,2218,299,483,12130,4463,18,30,23,15,15,44,1,53,25,93,68,1,67,94,66,23,57,12,4,71,14,11,-1,95,95,-1,0,5,0,0,-1,1,0,29,86,100,149,5,35,60,32,29,69,63,,,,,,SC,,,5.0
2017-12-31,County,SC South Carolina,SC Georgetown County 45043,9,Housing Choice Vouchers,3,,Georgetown County,45043,163,71,131,100,4,19,2.6,335,283,528,11813,4619,17,31,17,17,19,40,-1,52,26,91,65,-1,65,90,63,19,77,13,2,66,24,9,-1,96,96,-1,-1,4,-1,-1,-1,0,1,23,87,97,180,18,36,46,12,30,57,58,,,,,,SC,,,4.0
2017-12-31,County,SC South Carolina,SC Greenville County 45045,9,Housing Choice Vouchers,3,,Greenville County,45045,2959,103,3125,100,6,16,2.4,7516,304,575,12652,5260,16,29,23,15,18,31,2,64,25,94,68,2,51,86,51,30,65,20,2,56,19,23,1,87,84,0,0,13,1,1,0,2,0,23,82,99,150,21,38,40,24,28,55,60,,,,,,SC,,,13.0
2017-12-31,County,SC South Carolina,SC Greenwood County 45047,9,Housing Choice Vouchers,3,,Greenwood County,45047,974,101,963,98,4,18,2.1,2048,260,387,11434,5377,12,35,27,14,13,32,1,60,28,92,61,1,53,91,53,32,56,19,9,51,17,23,1,76,75,1,0,24,-1,-1,0,0,0,6,63,100,102,14,58,28,34,30,49,60,,,,,,SC,,,24.0
2017-12-31,County,SC South Carolina,SC Hampton County 45049,9,Housing Choice Vouchers,3,,Hampton County,45049,16,87,14,100,4,14,2.5,35,351,595,12329,4932,7,57,7,7,21,36,-1,64,31,86,64,-1,57,86,57,36,-1,17,7,50,43,-1,-1,93,93,-1,-1,7,-1,-1,-1,0,0,-1,80,100,261,-1,43,57,43,16,52,60,,,,,,SC,,,7.0
2017-12-31,County,SC South Carolina,SC Horry County 45051,9,Housing Choice Vouchers,3,,Horry County,45051,1264,91,1190,100,6,12,2.3,2719,288,597,11630,5090,10,34,27,15,14,35,1,57,27,92,63,3,46,81,46,35,77,23,1,55,24,21,1,67,63,1,0,33,1,2,0,2,1,13,100,89,145,19,36,45,34,25,37,47,,,,,,SC,,,33.0
2017-12-31,County,SC South Carolina,SC Jasper County 45053,9,Housing Choice Vouchers,3,,Jasper County,45053,30,87,26,100,3,19,2.5,64,295,595,12353,5018,23,31,8,27,12,46,-1,54,30,85,54,-1,77,96,73,21,100,11,8,73,12,8,-1,85,85,-1,-1,15,-1,-1,-1,0,0,74,50,100,203,12,31,58,27,27,68,50,,,,,,SC,,,15.0
2017-12-31,County,SC South Carolina,SC Kershaw County 45055,9,Housing Choice Vouchers,3,,Kershaw County,45055,176,95,169,100,5,18,2.5,421,302,570,12083,4850,10,37,21,22,10,32,-1,66,27,95,64,3,50,92,51,34,86,22,1,55,24,21,1,82,82,-1,-1,18,-1,-1,-1,0,0,55,90,100,155,16,41,43,29,19,35,72,,,,,,SC,,,18.0
2017-12-31,County,SC South Carolina,SC Lancaster County 45057,9,Housing Choice Vouchers,3,,Lancaster County,45057,253,97,240,98,5,13,2.7,645,286,497,12554,4671,15,32,22,13,18,35,0,65,27,92,64,2,56,94,58,24,55,14,2,60,18,20,2,90,88,-1,-1,10,-1,2,-1,2,0,31,92,100,193,8,28,64,38,28,49,75,,,,,,SC,,,10.0
2017-12-31,County,SC South Carolina,SC Laurens County 45059,9,Housing Choice Vouchers,3,,Laurens County,45059,245,98,242,100,6,13,1.9,462,280,449,11037,5781,8,38,33,14,7,17,-1,77,30,93,53,0,39,88,38,49,52,29,2,46,27,25,0,68,68,-1,-1,32,-1,-1,-1,0,2,30,80,100,186,23,47,30,38,24,41,61,,,,,,SC,,,32.0
2017-12-31,County,SC South Carolina,SC Lee County 45061,9,Housing Choice Vouchers,3,,Lee County,45061,114,95,110,100,5,11,2.9,324,299,570,12314,4181,17,25,28,17,15,38,1,60,30,88,57,5,58,95,62,31,77,17,2,65,22,12,-1,99,99,-1,-1,1,-1,-1,-1,0,0,45,91,100,183,1,27,72,40,31,70,62,,,,,,SC,,,1.0
