Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2021-12-31,County,SC South Carolina,SC Abbeville County 45001,9,Housing Choice Vouchers,3,,Abbeville County,45001,53,97,52,100,6,6,1.8,96,290,499,11080,6002,10,46,28,6,10,12,2,83,26,96,67,-1,27,73,27,58,56,33,-1,46,23,31,-1,81,81,-1,-1,19,-1,-1,-1,0,2,4,91,100,153,37,35,29,31,19,36,67,,,,,,SC,,,19.0
2021-12-31,County,SC South Carolina,SC Aiken County 45003,9,Housing Choice Vouchers,3,,Aiken County,45003,1058,90,943,99,5,6,2.7,2551,323,590,13150,4861,16,28,20,15,21,38,2,54,22,94,72,1,60,93,59,20,62,11,2,64,15,19,0,93,91,1,-1,7,0,1,-1,2,1,23,97,98,194,7,30,63,38,21,49,65,,,,,,SC,,,7.0
2021-12-31,County,SC South Carolina,SC Allendale County 45005,9,Housing Choice Vouchers,3,,Allendale County,45005,50,82,41,100,7,-1,3.3,134,325,659,12417,3799,24,27,17,15,17,44,2,54,26,85,71,-1,68,98,68,24,100,11,-1,80,12,7,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,98,100,275,-1,7,93,24,27,80,60,,,,,,SC,,,0.0
2021-12-31,County,SC South Carolina,SC Anderson County 45007,9,Housing Choice Vouchers,3,,Anderson County,45007,1004,93,936,100,6,7,2.2,2037,300,516,12310,5657,10,32,27,16,15,22,0,72,23,96,75,1,41,89,41,36,56,21,2,49,19,30,2,76,75,-1,0,24,0,1,-1,1,0,12,106,97,169,15,45,40,42,26,48,69,,,,,,SC,,,24.0
2021-12-31,County,SC South Carolina,SC Bamberg County 45009,9,Housing Choice Vouchers,3,,Bamberg County,45009,34,82,28,100,8,-1,2.9,81,271,659,10486,3625,29,29,18,11,14,29,-1,71,22,96,79,-1,64,100,64,36,100,17,4,54,21,21,-1,96,96,-1,-1,4,-1,-1,-1,0,0,-1,138,100,243,7,29,64,29,25,68,64,,,,,,SC,,,4.0
2021-12-31,County,SC South Carolina,SC Barnwell County 45011,9,Housing Choice Vouchers,3,,Barnwell County,45011,42,82,34,100,7,6,2.2,75,307,659,10794,4893,21,41,6,24,9,38,6,56,25,97,65,-1,44,94,41,28,89,24,-1,59,15,26,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,115,100,212,3,41,56,59,33,54,56,,,,,,SC,,,0.0
2021-12-31,County,SC South Carolina,SC Beaufort County 45013,9,Housing Choice Vouchers,3,,Beaufort County,45013,590,82,527,100,6,8,2.4,1276,385,785,16782,6931,2,26,27,15,30,44,1,55,26,94,69,0,60,92,60,21,45,12,3,63,16,18,1,87,83,-1,0,13,0,3,-1,3,0,17,80,100,148,11,39,51,35,16,46,57,,,,,,SC,,,13.0
2021-12-31,County,SC South Carolina,SC Berkeley County 45015,9,Housing Choice Vouchers,3,,Berkeley County,45015,643,88,562,99,6,8,2.8,1562,352,721,14617,5259,16,24,19,12,30,37,1,56,21,96,75,1,66,94,66,19,76,13,4,69,13,14,-1,93,89,0,-1,7,2,1,0,4,0,40,83,100,174,9,45,46,23,12,37,63,,,,,,SC,,,7.0
2021-12-31,County,SC South Carolina,SC Calhoun County 45017,9,Housing Choice Vouchers,3,,Calhoun County,45017,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SC,,,
2021-12-31,County,SC South Carolina,SC Charleston County 45019,9,Housing Choice Vouchers,3,,Charleston County,45019,4075,88,3466,97,5,8,2.4,8428,349,741,14218,5847,14,28,20,14,24,32,1,63,21,96,78,1,50,85,50,23,65,17,2,53,17,27,1,94,92,0,0,6,1,0,0,2,0,22,97,97,161,20,41,39,29,27,73,48,,,,,,SC,,,6.0
