Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2018-12-31,County,LA Louisiana,LA Acadia Parish 22001,9,Housing Choice Vouchers,3,,Acadia Parish,22001,566,92,500,96,5,21,2.5,1271,280,332,11388,4480,5,46,29,14,5,35,1,65,28,97,64,3,51,88,52,24,64,16,9,51,17,23,1,69,67,0,0,31,1,1,-1,1,0,26,69,99,119,21,41,39,28,31,35,76,,,,,,LA,,,31.0
2018-12-31,County,LA Louisiana,LA Allen Parish 22003,9,Housing Choice Vouchers,3,,Allen Parish,22003,291,56,156,96,6,26,2.4,368,275,338,12037,5103,5,44,27,13,10,34,1,65,27,97,67,2,49,88,49,33,69,18,6,48,26,21,1,50,47,1,-1,50,-1,1,-1,1,0,14,61,99,133,16,46,38,31,22,39,71,,,,,,LA,,,50.0
2018-12-31,County,LA Louisiana,LA Ascension Parish 22005,9,Housing Choice Vouchers,3,,Ascension Parish,22005,206,74,171,100,5,5,2.9,493,290,699,12840,4454,9,44,18,12,16,24,-1,72,20,98,82,1,59,92,57,36,78,20,-1,63,24,13,1,95,95,-1,1,5,-1,-1,-1,0,0,36,114,99,115,11,36,53,26,21,50,65,,,,,,LA,,,5.0
2018-12-31,County,LA Louisiana,LA Assumption Parish 22007,9,Housing Choice Vouchers,3,,Assumption Parish,22007,109,59,48,75,6,17,2.3,109,272,381,11467,5050,7,51,16,13,13,31,-1,63,23,96,81,-1,42,96,42,39,67,23,6,42,21,31,2,92,90,-1,2,8,-1,-1,-1,0,0,16,127,96,141,8,52,40,44,17,43,69,,,,,,LA,,,8.0
2018-12-31,County,LA Louisiana,LA Avoyelles Parish 22009,9,Housing Choice Vouchers,3,,Avoyelles Parish,22009,139,84,124,100,5,15,2.8,351,278,480,11860,4190,11,40,15,24,10,33,-1,63,28,97,60,2,65,94,66,35,76,20,-1,63,20,17,1,81,78,-1,-1,19,2,-1,-1,2,2,30,75,100,140,6,30,64,31,27,42,74,,,,,,LA,,,19.0
2018-12-31,County,LA Louisiana,LA Beauregard Parish 22011,9,Housing Choice Vouchers,3,,Beauregard Parish,22011,38,87,38,100,6,26,2.4,90,350,464,13611,5747,16,24,26,16,18,34,-1,66,26,92,71,5,42,89,45,19,100,19,-1,61,21,18,-1,84,79,-1,5,16,-1,-1,-1,0,0,23,70,100,126,37,21,42,13,22,36,72,,,,,,LA,,,16.0
2018-12-31,County,LA Louisiana,LA Bienville Parish 22013,9,Housing Choice Vouchers,3,,Bienville Parish,22013,82,89,74,100,5,38,2.9,214,245,383,11103,3839,22,31,19,18,11,46,-1,54,26,96,68,-1,74,97,74,15,100,17,14,70,8,8,-1,96,93,-1,-1,4,3,-1,-1,3,0,12,49,100,66,8,54,38,15,36,63,68,,,,,,LA,,,4.0
2018-12-31,County,LA Louisiana,LA Bossier Parish 22015,9,Housing Choice Vouchers,3,,Bossier Parish,22015,757,99,735,98,4,23,2.4,1792,314,469,12601,5168,13,35,20,16,15,35,-1,62,24,96,72,2,55,85,54,27,75,21,4,62,14,20,1,89,88,-1,0,11,0,1,-1,1,0,34,72,95,103,26,42,33,21,32,53,63,,,,,,LA,,,11.0
2018-12-31,County,LA Louisiana,LA Caddo Parish 22017,9,Housing Choice Vouchers,3,,Caddo Parish,22017,3696,61,2312,100,4,16,2.5,5822,317,502,12552,4985,8,43,21,14,14,31,0,67,24,97,75,1,54,86,54,34,84,24,4,60,20,16,1,94,93,0,0,6,0,0,0,1,0,74,98,94,132,16,33,52,33,38,79,69,,,,,,LA,,,6.0
2018-12-31,County,LA Louisiana,LA Calcasieu Parish 22019,9,Housing Choice Vouchers,3,,Calcasieu Parish,22019,2743,58,1685,100,6,12,2.6,4312,338,545,14832,5796,2,34,25,18,21,41,0,58,29,92,63,2,54,88,54,31,77,19,5,58,17,20,1,88,86,0,0,12,0,1,-1,1,0,20,84,100,121,17,40,44,20,28,61,68,,,,,,LA,,,12.0
2018-12-31,County,LA Louisiana,LA Caldwell Parish 22021,9,Housing Choice Vouchers,3,,Caldwell Parish,22021,111,73,83,100,5,14,2.2,180,272,410,11672,5382,5,43,27,22,4,30,-1,70,29,96,57,1,42,80,41,40,58,26,6,37,25,31,2,29,29,-1,-1,71,-1,-1,-1,0,0,5,82,100,135,17,53,30,29,26,23,60,,,,,,LA,,,71.0
2018-12-31,County,LA Louisiana,LA Cameron Parish 22023,9,Housing Choice Vouchers,3,,Cameron Parish,22023,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,LA,,,
2018-12-31,County,LA Louisiana,LA Catahoula Parish 22025,9,Housing Choice Vouchers,3,,Catahoula Parish,22025,63,55,32,92,9,6,2.6,84,330,312,12513,4767,6,26,42,13,13,72,-1,25,28,94,63,3,66,94,69,14,50,7,-1,69,19,13,-1,94,88,6,-1,6,-1,-1,-1,0,3,10,82,100,151,28,34,38,6,38,63,68,,,,,,LA,,,6.0
2018-12-31,County,LA Louisiana,LA Claiborne Parish 22027,9,Housing Choice Vouchers,3,,Claiborne Parish,22027,84,87,71,97,5,32,2.8,201,252,360,10799,3814,17,45,20,10,8,39,-1,61,25,96,77,3,65,96,68,20,82,13,3,70,11,15,-1,97,97,-1,-1,3,-1,-1,-1,0,0,9,62,100,96,3,15,82,37,40,65,74,,,,,,LA,,,3.0
2018-12-31,County,LA Louisiana,LA Concordia Parish 22029,9,Housing Choice Vouchers,3,,Concordia Parish,22029,54,50,27,100,7,4,2.3,61,292,308,11912,5272,4,52,19,22,4,22,-1,78,30,96,67,-1,44,81,44,38,83,25,-1,41,37,22,-1,93,93,-1,-1,7,-1,-1,-1,0,0,5,88,96,121,44,19,37,11,39,53,65,,,,,,LA,,,7.0
2018-12-31,County,LA Louisiana,LA De Soto Parish 22031,9,Housing Choice Vouchers,3,,De Soto Parish,22031,212,82,181,100,5,19,2.8,498,279,508,11872,4315,9,41,22,13,15,34,1,57,23,95,73,1,62,95,62,26,73,15,3,58,18,20,1,87,87,1,-1,13,-1,-1,-1,0,0,14,84,100,132,14,30,56,25,35,65,60,,,,,,LA,,,13.0
2018-12-31,County,LA Louisiana,LA East Baton Rouge Parish 22033,9,Housing Choice Vouchers,3,,East Baton Rouge Parish,22033,4540,79,3618,100,6,6,2.7,9654,315,738,12578,4714,11,38,18,14,19,30,1,63,20,98,80,1,53,89,53,35,75,20,2,58,22,18,0,98,91,0,0,2,6,0,-1,6,1,32,114,97,126,14,29,57,31,27,77,66,,,,,,LA,,,2.0
2018-12-31,County,LA Louisiana,LA East Carroll Parish 22035,9,Housing Choice Vouchers,3,,East Carroll Parish,22035,142,81,124,100,5,7,3.4,423,254,414,11657,3417,20,28,19,25,8,46,-1,54,26,95,65,-1,84,99,84,14,62,13,2,73,15,10,2,96,95,-1,-1,4,1,-1,-1,1,1,20,116,100,123,2,23,75,19,50,82,64,,,,,,LA,,,4.0
2018-12-31,County,LA Louisiana,LA Evangeline Parish 22039,9,Housing Choice Vouchers,3,,Evangeline Parish,22039,294,89,271,100,5,20,2.5,670,267,422,11123,4499,10,48,19,14,8,33,-1,66,27,97,69,1,51,89,52,29,78,19,3,52,23,22,1,88,88,-1,-1,12,0,-1,-1,0,0,26,94,100,117,6,35,59,42,32,52,75,,,,,,LA,,,12.0
2018-12-31,County,LA Louisiana,LA Franklin Parish 22041,9,Housing Choice Vouchers,3,,Franklin Parish,22041,22,62,20,100,5,10,2.7,53,242,563,9488,3580,10,70,10,10,-1,25,-1,75,24,100,85,-1,50,95,50,40,40,15,-1,55,20,25,-1,75,75,-1,-1,25,-1,-1,-1,0,10,11,75,100,141,25,25,50,30,41,54,69,,,,,,LA,,,25.0
2018-12-31,County,LA Louisiana,LA Grant Parish 22043,9,Housing Choice Vouchers,3,,Grant Parish,22043,111,59,64,98,6,17,2.4,156,313,406,13395,5495,-1,41,27,19,14,45,3,50,29,95,61,5,55,88,56,34,63,19,3,63,22,13,-1,59,56,-1,-1,41,-1,3,-1,3,0,37,63,100,118,11,33,56,30,28,42,73,,,,,,LA,,,41.0
2018-12-31,County,LA Louisiana,LA Iberia Parish 22045,9,Housing Choice Vouchers,3,,Iberia Parish,22045,595,65,399,100,6,15,2.7,1094,298,511,12423,4531,3,45,24,19,10,37,0,63,25,97,71,1,64,91,62,26,69,13,4,60,19,17,1,91,90,-1,0,9,-1,1,-1,1,0,26,90,100,130,14,44,42,21,25,51,65,,,,,,LA,,,9.0
2018-12-31,County,LA Louisiana,LA Iberville Parish 22047,9,Housing Choice Vouchers,3,,Iberville Parish,22047,190,57,111,100,6,11,3.3,361,226,527,10284,3162,24,41,13,14,8,27,2,69,20,96,84,-1,69,87,64,29,69,13,5,68,14,12,-1,93,93,-1,-1,7,-1,-1,-1,0,0,10,94,99,88,12,39,50,18,21,54,75,,,,,,LA,,,7.0
2018-12-31,County,LA Louisiana,LA Jackson Parish 22049,9,Housing Choice Vouchers,3,,Jackson Parish,22049,18,50,20,100,7,5,3.0,60,214,855,9940,3313,11,44,22,6,17,25,-1,65,23,100,70,5,55,95,60,24,100,12,-1,55,30,15,-1,90,90,-1,-1,10,-1,-1,-1,0,0,-1,120,100,63,15,10,75,25,46,57,79,,,,,,LA,,,10.0
2018-12-31,County,LA Louisiana,LA Jefferson Parish 22051,9,Housing Choice Vouchers,3,,Jefferson Parish,22051,6197,91,5634,100,6,6,2.5,14087,363,684,13881,5552,12,34,18,14,22,38,0,60,25,92,69,1,54,88,54,28,85,20,1,65,19,15,1,94,92,0,0,6,0,2,0,2,0,68,93,97,119,13,40,47,33,26,67,60,,,,,,LA,,,6.0
2018-12-31,County,LA Louisiana,LA Jefferson Davis Parish 22053,9,Housing Choice Vouchers,3,,Jefferson Davis Parish,22053,130,95,132,100,5,10,3.5,463,279,610,13412,3824,11,31,22,18,17,42,-1,58,27,98,63,2,84,95,83,24,89,12,2,63,20,14,1,86,86,-1,-1,14,1,-1,-1,1,0,31,110,100,135,4,20,76,9,24,31,78,,,,,,LA,,,14.0
2018-12-31,County,LA Louisiana,LA Lafayette Parish 22055,9,Housing Choice Vouchers,3,,Lafayette Parish,22055,1742,77,1382,100,5,8,2.6,3559,289,541,11364,4413,15,38,23,13,11,30,1,66,19,99,84,1,50,86,50,28,70,18,2,59,22,17,0,89,87,0,0,11,2,0,0,2,4,19,98,99,93,26,37,36,22,28,61,64,,,,,,LA,,,11.0
2018-12-31,County,LA Louisiana,LA Lafourche Parish 22057,9,Housing Choice Vouchers,3,,Lafourche Parish,22057,535,73,378,97,5,20,2.1,787,315,508,12757,6127,7,36,27,17,14,29,0,69,26,96,70,1,46,88,44,41,67,27,4,46,25,25,2,71,69,1,-1,29,0,1,-1,1,0,24,75,98,104,22,44,34,30,21,36,68,,,,,,LA,,,29.0
2018-12-31,County,LA Louisiana,LA LaSalle Parish 22059,9,Housing Choice Vouchers,3,,La Salle Parish County,22059,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,LA,,,
2018-12-31,County,LA Louisiana,LA Lincoln Parish 22061,9,Housing Choice Vouchers,3,,Lincoln Parish,22061,574,71,366,90,5,11,2.6,942,253,383,11093,4310,17,38,22,13,10,43,1,55,24,96,75,1,61,90,61,24,76,15,5,64,17,14,-1,95,95,-1,0,5,-1,-1,-1,0,0,14,96,100,90,15,44,41,23,43,67,48,,,,,,LA,,,5.0
2018-12-31,County,LA Louisiana,LA Livingston Parish 22063,9,Housing Choice Vouchers,3,,Livingston Parish,22063,231,60,129,93,6,23,2.0,261,321,435,13754,6798,2,36,28,18,17,27,5,67,23,100,77,-1,38,87,36,31,85,31,2,36,20,42,2,57,57,-1,-1,43,-1,1,-1,1,1,10,74,96,85,11,58,31,47,15,15,71,,,,,,LA,,,43.0
2018-12-31,County,LA Louisiana,LA Madison Parish 22065,9,Housing Choice Vouchers,3,,Madison Parish,22065,199,56,111,99,5,-1,3.3,367,317,411,12584,3806,12,29,25,19,15,55,1,43,28,93,63,4,79,94,79,11,29,6,-1,75,13,13,-1,97,97,-1,-1,3,-1,-1,-1,0,1,-1,84,100,150,7,16,77,20,41,78,78,,,,,,LA,,,3.0
2018-12-31,County,LA Louisiana,LA Morehouse Parish 22067,9,Housing Choice Vouchers,3,,Morehouse Parish,22067,158,77,125,100,5,17,2.5,316,325,335,14247,5636,6,26,24,26,19,49,1,50,34,90,41,1,65,95,65,31,92,16,-1,74,17,10,-1,91,91,-1,-1,9,-1,-1,-1,0,0,51,65,100,113,3,37,60,44,35,61,72,,,,,,LA,,,9.0
2018-12-31,County,LA Louisiana,LA Natchitoches Parish 22069,9,Housing Choice Vouchers,3,,Natchitoches Parish,22069,784,81,598,94,5,26,2.1,1277,290,338,12195,5711,1,46,27,16,9,37,0,63,31,92,59,2,45,82,46,30,79,21,11,54,17,19,1,87,81,0,-1,13,0,5,0,5,0,6,54,100,97,46,32,22,16,39,54,50,,,,,,LA,,,13.0
2018-12-31,County,LA Louisiana,LA Orleans Parish 22071,9,Housing Choice Vouchers,3,,Orleans Parish,22071,18645,98,18569,100,5,4,2.4,43719,335,794,12686,5388,18,32,17,13,20,33,0,63,23,93,72,1,48,82,46,29,74,23,1,58,22,20,1,98,95,0,0,2,2,0,0,3,0,21,93,97,174,21,36,43,30,35,89,44,,,,,,LA,,,2.0
2018-12-31,County,LA Louisiana,LA Ouachita Parish 22073,9,Housing Choice Vouchers,3,,Ouachita Parish,22073,2541,91,2265,98,6,15,2.3,5278,270,433,11862,5090,12,40,22,14,11,26,1,73,28,93,66,1,48,82,48,40,68,24,5,56,17,22,2,85,85,-1,0,15,0,0,-1,0,0,13,78,99,106,16,45,39,33,37,68,68,,,,,,LA,,,15.0
2018-12-31,County,LA Louisiana,LA Plaquemines Parish 22075,9,Housing Choice Vouchers,3,,Plaquemines Parish,22075,165,-5,122,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,LA,,,
2018-12-31,County,LA Louisiana,LA Pointe Coupee Parish 22077,9,Housing Choice Vouchers,3,,Pointe Coupee Parish,22077,52,82,41,95,7,20,2.5,102,363,473,14544,5846,5,34,17,29,15,44,-1,56,23,98,83,-1,54,88,54,32,71,22,12,39,32,17,2,100,100,-1,-1,-1,-1,-1,-1,0,0,1,105,100,130,15,24,61,39,20,68,81,,,,,,LA,,,0.0
2018-12-31,County,LA Louisiana,LA Rapides Parish 22079,9,Housing Choice Vouchers,3,,Rapides Parish,22079,1715,76,1454,100,6,31,2.4,3424,287,476,12100,5138,14,37,21,14,13,34,1,65,26,94,67,1,53,83,53,34,86,23,6,57,18,18,0,87,86,0,-1,13,0,0,0,1,0,26,63,96,107,22,34,44,24,29,63,69,,,,,,LA,,,13.0
2018-12-31,County,LA Louisiana,LA Red River Parish 22081,9,Housing Choice Vouchers,3,,Red River Parish,22081,46,87,42,100,8,21,2.3,97,307,354,12774,5531,5,36,21,24,14,55,-1,45,31,88,50,2,50,88,50,3,25,5,2,60,19,19,2,86,81,-1,-1,14,2,2,-1,5,0,60,102,98,106,5,45,50,43,25,60,66,,,,,,LA,,,14.0
2018-12-31,County,LA Louisiana,LA Richland Parish 22083,9,Housing Choice Vouchers,3,,Richland Parish,22083,44,75,32,97,6,6,2.3,75,280,360,11562,4933,19,28,28,16,9,25,-1,75,28,97,59,-1,56,88,53,31,17,16,3,44,34,19,-1,91,91,-1,-1,9,-1,-1,-1,0,3,58,103,97,138,16,53,31,25,30,57,70,,,,,,LA,,,9.0
2018-12-31,County,LA Louisiana,LA Sabine Parish 22085,9,Housing Choice Vouchers,3,,Sabine Parish,22085,108,80,90,100,10,6,2.2,202,270,417,10715,4774,11,49,23,9,8,43,-1,57,26,93,71,-1,63,79,56,19,60,11,7,64,12,17,-1,73,70,2,-1,27,-1,1,-1,1,0,9,79,99,94,31,56,13,1,25,48,56,,,,,,LA,,,27.0
2018-12-31,County,LA Louisiana,LA St. Bernard Parish 22087,9,Housing Choice Vouchers,3,,St. Bernard Parish,22087,584,94,702,100,5,2,2.4,1711,379,884,14682,6024,7,35,21,15,22,36,0,62,27,92,68,2,52,86,50,31,67,21,1,59,21,19,1,82,80,0,-1,18,0,1,0,2,0,93,103,100,137,8,44,48,38,25,42,63,,,,,,LA,,,18.0
2018-12-31,County,LA Louisiana,LA St. Charles Parish 22089,9,Housing Choice Vouchers,3,,St. Charles Parish,22089,383,73,274,99,6,13,2.6,722,387,609,15446,5862,3,31,25,16,25,46,-1,54,28,94,64,1,63,91,62,28,79,17,5,64,19,12,0,94,93,-1,0,6,0,0,-1,1,0,29,71,99,133,11,36,53,31,16,42,72,,,,,,LA,,,6.0
2018-12-31,County,LA Louisiana,LA St. Helena Parish 22091,9,Housing Choice Vouchers,3,,St. Helena Parish,22091,20,72,14,99,8,14,2.4,34,310,543,12375,5096,14,50,7,14,14,36,-1,64,20,100,86,-1,57,79,57,31,100,21,-1,50,43,7,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,71,100,137,14,14,71,57,28,57,54,,,,,,LA,,,0.0
2018-12-31,County,LA Louisiana,LA St. James Parish 22093,9,Housing Choice Vouchers,3,,St. James Parish,22093,13,95,12,100,4,25,1.3,15,143,721,5904,4723,-1,71,29,-1,-1,-1,-1,58,13,100,100,-1,25,67,25,67,100,60,17,33,25,25,-1,92,83,-1,-1,8,-1,8,-1,8,0,36,48,100,100,100,-1,-1,-1,31,90,66,,,,,,LA,,,8.0
