gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,ND North Dakota,ND Adams County 38001,9,Housing Choice Vouchers,3,,Adams County,38001,10,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Barnes County 38003,9,Housing Choice Vouchers,3,,Barnes County,38003,212,92,188,96,6,52,2.0,382,257,436,11544,5681,9,33,29,15,14,35,-1,55,22,96,74,2,45,73,41,33,17,16,11,50,18,21,4,16,12,2,-1,84,1,1,-1,2,1,2,42,64,88,28,57,15,19,13,6,57,,,,,,ND,,,84.0
County,ND North Dakota,ND Benson County 38005,9,Housing Choice Vouchers,3,,Benson County,38005,16,81,11,85,4,27,2.3,25,246,519,10830,4765,10,40,20,10,20,18,-1,64,20,100,73,9,55,55,45,38,-1,20,18,36,18,27,-1,18,-1,18,-1,82,-1,-1,-1,0,0,-1,29,91,153,27,45,27,-1,30,32,79,,,,,,ND,,,82.0
County,ND North Dakota,ND Bottineau County 38009,9,Housing Choice Vouchers,3,,Bottineau County,38009,39,-5,19,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,ND,,,
County,ND North Dakota,ND Bowman County 38011,9,Housing Choice Vouchers,3,,Bowman County,38011,36,56,11,54,6,82,1.1,12,264,278,10861,9956,-1,55,36,9,-1,9,-1,91,23,100,91,-1,9,36,9,86,75,75,9,55,-1,36,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,2,15,100,116,82,18,-1,9,8,4,82,,,,,,ND,,,100.0
County,ND North Dakota,ND Burleigh County 38015,9,Housing Choice Vouchers,3,,Burleigh County,38015,1070,74,797,100,5,15,1.6,1270,298,562,12701,7970,6,35,28,16,15,20,1,73,22,98,79,1,25,69,23,59,45,37,8,44,24,25,4,20,3,14,1,80,0,1,1,2,2,29,94,86,58,33,53,14,37,10,9,45,,,,,,ND,,,80.0
County,ND North Dakota,ND Cass County 38017,9,Housing Choice Vouchers,3,,Cass County,38017,1557,98,1855,100,5,20,2.0,3777,328,520,13346,6555,7,29,29,18,17,30,1,65,23,98,76,10,24,66,26,52,48,26,5,47,24,24,3,28,20,3,2,72,0,3,0,3,1,19,66,93,45,46,37,17,16,18,12,29,,,,,,ND,,,72.0
County,ND North Dakota,ND Cavalier County 38019,9,Housing Choice Vouchers,3,,Cavalier County,38019,50,-5,19,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,ND,,,
County,ND North Dakota,ND Dickey County 38021,9,Housing Choice Vouchers,3,,Dickey County,38021,32,70,22,100,4,23,2.0,43,327,385,14536,7437,-1,27,36,18,18,27,-1,73,27,100,64,14,14,82,18,36,36,19,14,27,9,50,9,0,-1,-1,-1,100,-1,-1,-1,0,0,2,47,91,116,27,45,27,41,11,5,69,,,,,,ND,,,100.0
County,ND North Dakota,ND Dunn County 38025,9,Housing Choice Vouchers,3,,Dunn County,38025,16,-4,4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Eddy County 38027,9,Housing Choice Vouchers,3,,Eddy County,38027,55,60,33,100,5,24,1.4,47,293,351,14155,9938,-1,27,39,18,15,27,-1,73,29,94,61,-1,18,76,15,42,29,26,9,27,21,42,12,6,-1,6,-1,94,-1,-1,-1,0,0,2,70,76,97,21,64,15,55,18,6,83,,,,,,ND,,,94.0
County,ND North Dakota,ND Emmons County 38029,9,Housing Choice Vouchers,3,,Emmons County,38029,5,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Foster County 38031,9,Housing Choice Vouchers,3,,Foster County,38031,60,63,29,76,4,14,1.1,33,269,316,11143,9792,7,39,29,18,7,17,-1,79,23,100,72,-1,3,55,3,59,33,42,7,28,24,41,10,3,-1,-1,-1,97,-1,3,-1,3,0,2,65,48,74,48,48,3,41,11,2,79,,,,,,ND,,,97.0
County,ND North Dakota,ND Golden Valley County 38033,9,Housing Choice Vouchers,3,,Golden Valley County,38033,7,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Grand Forks County 38035,9,Housing Choice Vouchers,3,,Grand Forks County,38035,1276,95,1179,98,5,24,2.2,2557,321,568,13299,6132,12,26,25,16,22,34,1,57,23,96,70,10,36,71,39,32,46,17,10,54,17,20,2,33,16,8,4,67,0,4,1,4,2,12,62,82,85,33,46,22,16,21,13,33,,,,,,ND,,,67.0
County,ND North Dakota,ND Grant County 38037,9,Housing Choice Vouchers,3,,Grant County,38037,15,-4,10,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Griggs County 38039,9,Housing Choice Vouchers,3,,Griggs County,38039,14,58,11,100,5,27,1.9,21,238,470,11530,6040,-1,50,20,20,10,-1,9,82,22,100,73,-1,27,73,27,20,50,24,-1,36,9,55,18,0,-1,-1,-1,100,-1,-1,-1,0,0,5,71,82,94,36,55,9,27,8,1,86,,,,,,ND,,,100.0
County,ND North Dakota,ND Hettinger County 38041,9,Housing Choice Vouchers,3,,Hettinger County,38041,7,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Kidder County 38043,9,Housing Choice Vouchers,3,,Kidder County,38043,3,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
County,ND North Dakota,ND Lamoure County 38045,9,Housing Choice Vouchers,3,,LaMoure County,38045,31,94,16,55,4,50,1.2,19,277,238,10433,8786,-1,53,27,13,7,31,-1,63,22,100,81,-1,13,69,13,25,25,21,13,25,13,50,13,0,-1,-1,-1,100,-1,-1,-1,0,0,1,29,56,218,44,50,6,38,9,2,82,,,,,,ND,,,100.0
County,ND North Dakota,ND Logan County 38047,9,Housing Choice Vouchers,3,,Logan County,38047,5,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
