Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2016-12-31,County,ND North Dakota,"ND Adams County, North Dakota 38001",9,Housing Choice Vouchers,3,,Adams County,38001,26,57,11,74,3,82,1.0,11,227,384,10250,10250,-1,45,45,9,-1,9,-1,91,20,100,100,-1,-1,55,-1,75,29,45,-1,18,18,64,9,9,9,-1,-1,91,-1,-1,-1,0,0,1,17,18,26,100,-1,-1,-1,10,3,78,,,,,,ND,,,91.0
2016-12-31,County,ND North Dakota,"ND Barnes County, North Dakota 38003",9,Housing Choice Vouchers,3,,Barnes County,38003,217,98,206,97,5,35,2.0,420,257,530,11110,5449,8,33,28,18,13,33,1,53,19,100,80,1,45,72,39,30,16,14,11,48,17,23,4,14,8,2,1,86,1,1,-1,2,0,3,47,70,91,28,55,17,21,9,6,59,,,,,,ND,,,86.0
2016-12-31,County,ND North Dakota,"ND Benson County, North Dakota 38005",9,Housing Choice Vouchers,3,,Benson County,38005,16,75,14,100,5,50,1.7,24,315,519,14052,8197,-1,43,14,29,14,29,-1,71,25,93,71,7,29,71,29,33,-1,21,14,29,21,36,-1,7,-1,7,-1,93,-1,-1,-1,0,0,1,33,86,124,43,43,14,14,21,26,81,,,,,,ND,,,93.0
2016-12-31,County,ND North Dakota,"ND Bottineau County, North Dakota 38009",9,Housing Choice Vouchers,3,,Bottineau County,38009,43,57,26,100,6,38,1.7,45,355,391,12197,7047,8,28,32,24,8,27,-1,69,21,100,85,8,19,77,23,23,15,11,8,23,19,50,-1,8,-1,4,4,92,-1,-1,-1,0,0,12,64,85,127,50,23,27,19,8,8,73,,,,,,ND,,,92.0
2016-12-31,County,ND North Dakota,"ND Bowman County, North Dakota 38011",9,Housing Choice Vouchers,3,,Bowman County,38011,21,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
2016-12-31,County,ND North Dakota,"ND Burleigh County, North Dakota 38015",9,Housing Choice Vouchers,3,,Burleigh County,38015,1116,68,757,100,5,7,1.6,1192,311,610,13417,8521,5,33,29,17,16,18,1,78,21,99,82,1,21,67,20,65,49,42,4,43,25,28,4,20,3,14,1,80,0,1,0,2,2,29,102,87,59,34,50,15,39,11,9,43,,,,,,ND,,,80.0
2016-12-31,County,ND North Dakota,"ND Cass County, North Dakota 38017",9,Housing Choice Vouchers,3,,Cass County,38017,1541,98,1735,100,5,12,2.0,3488,324,552,13625,6777,6,29,29,18,18,29,1,65,23,98,75,9,24,66,26,53,50,27,3,47,23,27,3,31,23,3,3,69,0,3,0,3,1,14,77,92,47,47,35,18,17,17,12,28,,,,,,ND,,,69.0
2016-12-31,County,ND North Dakota,"ND Cavalier County, North Dakota 38019",9,Housing Choice Vouchers,3,,Cavalier County,38019,50,-5,14,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,ND,,,
2016-12-31,County,ND North Dakota,"ND Dickey County, North Dakota 38021",9,Housing Choice Vouchers,3,,Dickey County,38021,40,69,29,100,4,34,1.6,45,301,496,13733,8850,3,28,34,24,10,7,-1,93,25,100,69,-1,17,79,17,50,63,38,-1,24,10,66,17,0,-1,-1,-1,100,-1,-1,-1,0,0,3,38,72,127,72,21,7,10,6,5,66,,,,,,ND,,,100.0
2016-12-31,County,ND North Dakota,"ND Dunn County, North Dakota 38025",9,Housing Choice Vouchers,3,,Dunn County,38025,16,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,ND,,,
