gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,TX Texas,TX Anderson County 48001,9,Housing Choice Vouchers,3,,Anderson County,48001,406,62,247,98,5,19,2.1,515,313,444,12969,6220,4,39,24,20,12,26,-1,74,30,95,59,2,41,84,41,47,62,28,5,45,23,28,3,62,57,-1,0,38,-1,4,0,5,0,22,70,89,109,23,56,21,30,26,47,74,,,,,,TX,,,38.0
County,TX Texas,TX Andrews County 48003,9,Housing Choice Vouchers,3,,Andrews County,48003,7,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
County,TX Texas,TX Angelina County 48005,9,Housing Choice Vouchers,3,,Angelina County,48005,1126,84,977,100,5,13,2.6,2547,354,533,12665,4858,7,39,21,17,15,33,0,64,29,89,60,2,61,90,61,32,81,20,6,65,16,13,0,81,74,0,0,19,1,6,-1,6,0,36,84,97,105,12,31,57,31,23,55,70,,,,,,TX,,,19.0
County,TX Texas,TX Aransas County 48007,9,Housing Choice Vouchers,3,,Aransas County,48007,92,89,77,94,4,31,1.8,140,300,483,12377,6807,-1,47,26,21,6,21,-1,79,29,94,68,4,27,87,30,50,70,33,4,38,29,30,3,30,8,-1,-1,70,-1,22,-1,22,0,2,67,95,90,51,32,17,10,20,31,68,,,,,,TX,,,70.0
County,TX Texas,TX Archer County 48009,9,Housing Choice Vouchers,3,,Archer County,48009,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
County,TX Texas,TX Armstrong County 48011,9,Housing Choice Vouchers,3,,Armstrong County,48011,5,-4,4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
County,TX Texas,TX Atascosa County 48013,9,Housing Choice Vouchers,3,,Atascosa County,48013,138,67,97,100,6,24,1.9,188,338,509,12469,6434,5,41,29,13,11,26,5,69,30,91,58,5,33,81,36,38,50,24,9,28,20,43,3,65,3,-1,-1,35,1,61,-1,62,1,6,56,100,124,44,35,21,14,14,54,66,,,,,,TX,,,35.0
County,TX Texas,TX Austin County 48015,9,Housing Choice Vouchers,3,,Austin County,48015,43,-5,21,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,TX,,,
County,TX Texas,TX Bandera County 48019,9,Housing Choice Vouchers,3,,Bandera County,48019,5,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
County,TX Texas,TX Bastrop County 48021,9,Housing Choice Vouchers,3,,Bastrop County,48021,118,82,135,100,6,7,2.6,348,351,949,14865,5767,5,31,25,13,25,36,1,62,23,98,76,5,45,87,47,41,81,24,1,56,19,23,3,64,48,-1,-1,36,-1,16,-1,16,0,52,84,99,152,9,44,47,38,17,42,72,,,,,,TX,,,36.0
