Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2021-12-31,County,TX Texas,TX Anderson County 48001,9,Housing Choice Vouchers,3,,Anderson County,48001,397,52,152,73,13,5,1.8,279,333,313,14173,7722,5,33,24,21,17,24,-1,75,30,90,56,3,32,84,32,42,60,31,2,39,22,38,3,69,68,-1,-1,31,-1,1,-1,1,0,9,98,95,106,26,55,20,32,16,45,72,,,,,,TX,,,31.0
2021-12-31,County,TX Texas,TX Andrews County 48003,9,Housing Choice Vouchers,3,,Andrews County,48003,15,94,14,100,3,57,2.1,30,397,851,16328,7620,7,21,14,29,29,21,-1,79,23,100,79,-1,36,93,36,38,100,40,7,29,21,43,-1,57,14,-1,-1,43,-1,43,-1,43,0,8,33,100,69,50,29,21,7,10,60,71,,,,,,TX,,,43.0
2021-12-31,County,TX Texas,TX Angelina County 48005,9,Housing Choice Vouchers,3,,Angelina County,48005,1230,87,993,93,6,13,2.4,2377,384,566,14014,5854,8,29,25,16,21,30,1,66,28,92,62,2,51,85,51,31,84,23,4,58,17,21,1,82,75,0,0,18,2,4,-1,6,1,14,95,97,197,14,34,52,40,21,53,67,,,,,,TX,,,18.0
2021-12-31,County,TX Texas,TX Aransas County 48007,9,Housing Choice Vouchers,3,,Aransas County,48007,37,98,19,52,14,11,1.5,29,359,303,14616,9576,-1,26,42,16,16,16,-1,79,31,95,58,-1,32,89,32,25,55,28,5,26,11,58,5,42,11,-1,-1,58,-1,32,-1,32,0,13,56,95,106,53,42,5,11,22,31,66,,,,,,TX,,,58.0
2021-12-31,County,TX Texas,TX Armstrong County 48011,9,Housing Choice Vouchers,3,,Armstrong County,48011,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Atascosa County 48013,9,Housing Choice Vouchers,3,,Atascosa County,48013,140,65,95,100,5,20,1.5,140,340,412,13755,9334,2,34,34,16,15,19,-1,81,29,94,64,-1,18,82,16,41,88,48,1,22,18,59,5,63,1,-1,-1,37,-1,62,-1,62,0,2,63,100,120,52,39,9,25,13,55,71,,,,,,TX,,,37.0
2021-12-31,County,TX Texas,TX Austin County 48015,9,Housing Choice Vouchers,3,,Austin County,48015,39,-5,15,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Bandera County 48019,9,Housing Choice Vouchers,3,,Bandera County,48019,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Bastrop County 48021,9,Housing Choice Vouchers,3,,Bastrop County,48021,121,69,115,100,5,11,2.5,289,421,1294,17270,6872,4,23,24,19,30,32,1,63,20,97,84,5,47,91,50,29,64,18,-1,53,17,30,1,64,43,-1,-1,36,-1,22,-1,22,0,28,119,99,177,20,37,43,35,11,41,76,,,,,,TX,,,36.0
2021-12-31,County,TX Texas,TX Bee County 48025,9,Housing Choice Vouchers,3,,Bee County,48025,278,62,170,98,6,19,2.3,399,331,496,13253,5647,7,39,25,14,14,35,1,64,26,95,72,3,46,78,46,27,71,18,8,48,21,22,1,85,5,1,-1,15,1,75,2,79,2,14,50,98,123,44,36,19,2,26,75,73,,,,,,TX,,,15.0
2021-12-31,County,TX Texas,TX Bell County 48027,9,Housing Choice Vouchers,3,,Bell County,48027,3320,65,2364,100,6,11,2.7,6287,370,619,13678,5143,11,30,22,14,22,28,1,65,25,93,69,2,56,87,56,28,67,19,3,63,16,18,1,88,74,1,1,12,2,10,0,12,1,23,85,100,127,19,29,51,23,19,61,58,,,,,,TX,,,12.0
2021-12-31,County,TX Texas,TX Bexar County 48029,9,Housing Choice Vouchers,3,,Bexar County,48029,15992,79,14783,100,12,7,2.6,37839,378,748,13249,5176,12,36,22,13,18,28,1,69,22,96,79,4,45,81,46,40,85,27,2,53,22,24,1,90,24,0,0,10,1,63,1,65,0,14,114,89,131,34,29,37,11,24,82,58,,,,,,TX,,,10.0
2021-12-31,County,TX Texas,TX Blanco County 48031,9,Housing Choice Vouchers,3,,Blanco County,48031,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Bowie County 48037,9,Housing Choice Vouchers,3,,Bowie County,48037,2140,78,1672,100,5,24,2.3,3921,332,496,13692,5839,8,35,22,14,20,30,0,66,27,93,65,2,49,85,50,33,70,23,5,58,17,20,1,85,83,0,-1,15,0,1,-1,1,1,30,66,100,124,35,29,36,13,28,53,63,,,,,,TX,,,15.0
2021-12-31,County,TX Texas,TX Brazoria County 48039,9,Housing Choice Vouchers,3,,Brazoria County,48039,583,97,629,100,5,17,1.8,1132,388,762,14765,8204,3,34,25,17,21,22,-1,77,20,99,85,1,28,82,28,50,75,38,1,36,22,40,2,74,53,0,1,26,1,18,0,20,0,27,88,100,110,41,40,18,24,12,50,60,,,,,,TX,,,26.0
2021-12-31,County,TX Texas,TX Brazos County 48041,9,Housing Choice Vouchers,3,,Brazos County,48041,1811,84,1535,100,5,10,2.0,3008,336,593,12869,6567,8,35,26,15,16,21,0,73,24,96,72,2,34,77,34,42,66,30,5,44,20,31,2,78,63,0,0,22,0,14,0,14,1,7,66,99,135,31,55,14,32,30,51,41,,,,,,TX,,,22.0
2021-12-31,County,TX Texas,TX Brewster County 48043,9,Housing Choice Vouchers,3,,Brewster County,48043,121,-5,53,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Briscoe County 48045,9,Housing Choice Vouchers,3,,Briscoe County,48045,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Brooks County 48047,9,Housing Choice Vouchers,3,,Brooks County,48047,151,62,94,100,4,34,3.1,293,355,503,15536,4984,4,23,26,21,26,46,-1,54,28,90,65,5,61,84,62,16,79,12,10,64,12,15,-1,98,1,-1,-1,2,-1,97,-1,97,0,4,81,99,213,13,39,48,14,42,92,78,,,,,,TX,,,2.0
2021-12-31,County,TX Texas,TX Brown County 48049,9,Housing Choice Vouchers,3,,Brown County,48049,479,85,408,100,5,26,1.8,750,323,450,12754,6938,6,34,30,19,12,29,-1,68,27,97,65,5,29,80,32,38,54,25,8,40,19,33,2,35,14,0,-1,65,0,20,0,20,0,4,53,96,128,44,37,19,21,22,35,65,,,,,,TX,,,65.0
2021-12-31,County,TX Texas,TX Burleson County 48051,9,Housing Choice Vouchers,3,,Burleson County,48051,50,84,42,100,6,10,2.0,86,281,593,11594,5662,8,45,23,13,13,29,-1,67,21,98,81,5,38,71,40,35,91,28,2,45,26,26,-1,52,48,-1,-1,48,-1,5,-1,5,0,8,80,95,139,19,38,43,48,13,35,63,,,,,,TX,,,48.0
2021-12-31,County,TX Texas,TX Burnet County 48053,9,Housing Choice Vouchers,3,,Burnet County,48053,240,94,225,100,7,28,1.9,431,328,527,13482,7038,9,30,27,16,18,23,-1,75,24,96,71,4,27,79,27,43,49,26,2,35,19,44,5,22,4,-1,-1,78,-1,16,2,18,0,36,76,99,103,48,28,24,16,10,28,55,,,,,,TX,,,78.0
2021-12-31,County,TX Texas,TX Caldwell County 48055,9,Housing Choice Vouchers,3,,Caldwell County,48055,26,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Calhoun County 48057,9,Housing Choice Vouchers,3,,Calhoun County,48057,86,79,84,100,5,37,2.4,198,431,547,16644,7061,1,27,19,27,25,36,-1,64,27,98,60,1,52,80,52,30,88,19,11,50,19,20,1,75,10,-1,-1,25,-1,65,-1,65,1,6,47,99,92,18,39,43,36,15,62,72,,,,,,TX,,,25.0
2021-12-31,County,TX Texas,TX Callahan County 48059,9,Housing Choice Vouchers,3,,Callahan County,48059,104,64,63,95,5,33,2.1,135,276,502,11374,5308,9,36,18,27,11,21,-1,68,22,98,70,3,46,92,49,30,68,21,3,52,14,30,2,16,8,-1,-1,84,-1,8,-1,8,0,10,54,95,146,30,38,32,16,11,11,73,,,,,,TX,,,84.0
2021-12-31,County,TX Texas,TX Cameron County 48061,9,Housing Choice Vouchers,3,,Cameron County,48061,4954,102,5056,100,5,16,2.5,12447,343,470,13183,5355,7,38,26,13,16,34,0,65,26,95,72,9,37,80,43,22,52,18,3,44,15,38,4,98,0,-1,0,2,0,98,0,98,0,12,90,95,109,35,34,30,11,32,91,60,,,,,,TX,,,2.0
2021-12-31,County,TX Texas,TX Camp County 48063,9,Housing Choice Vouchers,3,,Camp County,48063,57,71,41,100,5,12,2.8,113,298,465,12089,4386,14,27,19,24,16,32,-1,59,23,100,59,2,78,95,78,20,100,14,2,78,5,15,-1,90,88,2,-1,10,-1,-1,-1,0,0,11,71,100,135,12,39,49,12,15,54,77,,,,,,TX,,,10.0
2021-12-31,County,TX Texas,TX Carson County 48065,9,Housing Choice Vouchers,3,,Carson County,48065,29,75,22,100,8,64,1.3,28,324,520,12904,10139,5,24,52,-1,19,9,-1,86,26,95,77,-1,9,77,5,43,47,39,5,9,18,68,-1,27,14,9,-1,73,-1,5,-1,5,9,17,24,100,62,77,18,5,14,8,13,85,,,,,,TX,,,73.0
2021-12-31,County,TX Texas,TX Cass County 48067,9,Housing Choice Vouchers,3,,Cass County,48067,85,74,62,98,5,11,2.7,170,408,477,17404,6347,5,35,18,16,26,39,-1,61,32,85,63,5,63,98,68,26,100,18,2,71,13,15,2,89,89,-1,-1,11,-1,-1,-1,0,0,9,112,100,205,10,44,47,21,22,32,76,,,,,,TX,,,11.0
2021-12-31,County,TX Texas,TX Castro County 48069,9,Housing Choice Vouchers,3,,Castro County,48069,37,75,28,100,7,7,2.1,60,270,520,11651,5437,14,32,32,7,14,36,-1,64,23,100,75,-1,43,79,43,12,55,17,-1,50,11,39,4,89,11,-1,-1,11,4,75,-1,79,0,11,102,86,111,29,29,43,36,13,71,75,,,,,,TX,,,11.0
2021-12-31,County,TX Texas,TX Chambers County 48071,9,Housing Choice Vouchers,3,,Chambers County,48071,18,64,12,100,7,-1,3.8,46,538,931,20056,5232,-1,27,18,-1,55,25,-1,67,26,92,67,8,67,92,75,33,-1,15,-1,83,17,-1,-1,100,100,-1,-1,-1,-1,-1,-1,0,8,-1,140,100,273,-1,17,83,17,13,32,80,,,,,,TX,,,0.0
2021-12-31,County,TX Texas,TX Cherokee County 48073,9,Housing Choice Vouchers,3,,Cherokee County,48073,352,63,215,97,9,7,2.3,504,320,517,12927,5514,7,31,30,14,17,28,-1,66,26,94,67,1,53,89,54,37,67,23,2,63,13,23,1,73,67,-1,-1,27,-1,5,-1,5,1,14,90,99,132,24,35,41,24,19,50,70,,,,,,TX,,,27.0
2021-12-31,County,TX Texas,TX Childress County 48075,9,Housing Choice Vouchers,3,,Childress County,48075,53,75,40,100,7,13,1.7,69,290,520,12496,7244,8,50,20,10,13,28,-1,73,26,93,78,3,25,83,28,52,64,35,8,35,30,28,-1,48,15,-1,-1,53,-1,33,-1,33,0,11,68,90,135,38,43,20,28,16,33,74,,,,,,TX,,,52.0
2021-12-31,County,TX Texas,TX Cochran County 48079,9,Housing Choice Vouchers,3,,Cochran County,48079,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Coleman County 48083,9,Housing Choice Vouchers,3,,Coleman County,48083,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Collin County 48085,9,Housing Choice Vouchers,3,,Collin County,48085,2975,70,2477,100,5,9,3.0,7401,468,1276,17886,5986,11,23,19,13,34,31,0,64,23,94,74,6,52,86,54,26,74,18,2,59,16,23,2,82,74,0,2,18,1,4,0,5,1,27,119,99,213,25,23,52,18,8,42,65,,,,,,TX,,,18.0
2021-12-31,County,TX Texas,TX Collingsworth County 48087,9,Housing Choice Vouchers,3,,Collingsworth County,48087,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Colorado County 48089,9,Housing Choice Vouchers,3,,Colorado County,48089,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
2021-12-31,County,TX Texas,TX Comal County 48091,9,Housing Choice Vouchers,3,,Comal County,48091,314,86,271,100,5,21,1.7,463,415,627,15925,9321,1,28,27,23,22,25,1,75,28,94,67,2,27,83,27,46,54,32,1,33,24,42,1,52,11,0,1,48,1,40,-1,41,1,20,83,97,126,43,41,16,24,10,31,66,,,,,,TX,,,48.0
2021-12-31,County,TX Texas,TX Comanche County 48093,9,Housing Choice Vouchers,3,,Comanche County,48093,29,73,21,100,5,29,2.2,46,364,492,14735,6727,-1,29,33,14,24,48,-1,52,29,95,57,-1,52,90,52,29,25,15,-1,62,19,19,-1,33,-1,-1,-1,67,-1,33,-1,33,0,5,69,100,163,19,52,29,24,7,29,77,,,,,,TX,,,67.0
2021-12-31,County,TX Texas,TX Cooke County 48097,9,Housing Choice Vouchers,3,,Cooke County,48097,390,60,213,91,6,24,2.3,491,400,534,15209,6598,6,25,24,20,25,31,0,68,25,99,67,5,44,81,45,34,58,22,4,54,13,29,3,39,26,1,-1,61,1,11,0,13,1,8,49,99,138,32,35,32,14,32,42,71,,,,,,TX,,,61.0
2021-12-31,County,TX Texas,TX Coryell County 48099,9,Housing Choice Vouchers,3,,Coryell County,48099,228,64,150,100,5,20,2.4,359,366,574,14010,5854,6,39,17,14,24,27,1,69,26,96,65,2,49,83,46,41,72,26,3,53,19,24,2,73,53,3,-1,27,3,15,1,18,2,27,75,100,131,19,37,44,29,14,40,59,,,,,,TX,,,27.0
2021-12-31,County,TX Texas,TX Crockett County 48105,9,Housing Choice Vouchers,3,,Crockett County,48105,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TX,,,
