gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,TN Tennessee,TN Anderson County 47001,9,Housing Choice Vouchers,3,,Anderson County,47001,776,84,658,100,5,13,2.3,1515,292,520,10899,4734,13,42,22,13,9,27,1,70,22,98,77,5,46,82,47,43,80,25,5,59,23,14,-1,26,24,1,-1,74,0,1,0,1,0,23,82,97,183,10,50,40,35,21,16,63,,,,,,TN,,,74.0
County,TN Tennessee,TN Bedford County 47003,9,Housing Choice Vouchers,3,,Bedford County,47003,78,97,79,100,6,57,2.2,177,300,532,10232,4567,14,47,25,8,6,18,3,80,26,96,78,5,37,89,41,41,62,23,3,51,20,27,3,41,38,-1,-1,59,1,1,-1,3,0,5,47,100,159,34,35,30,20,23,32,63,,,,,,TN,,,59.0
County,TN Tennessee,TN Benton County 47005,9,Housing Choice Vouchers,3,,Benton County,47005,16,97,16,100,8,13,1.0,16,321,532,10530,10530,-1,81,13,-1,6,6,-1,94,33,94,81,-1,-1,44,-1,88,88,88,-1,31,19,50,-1,25,25,-1,-1,75,-1,-1,-1,0,0,92,141,94,207,75,6,19,25,28,8,71,,,,,,TN,,,75.0
County,TN Tennessee,TN Bledsoe County 47007,9,Housing Choice Vouchers,3,,Bledsoe County,47007,23,84,19,100,6,42,2.8,53,219,488,8878,3183,24,29,29,12,6,21,5,63,22,100,79,11,68,89,68,28,100,11,16,63,16,5,-1,11,5,-1,-1,89,-1,5,-1,5,0,15,27,95,126,11,42,47,21,22,6,65,,,,,,TN,,,89.0
County,TN Tennessee,TN Blount County 47009,9,Housing Choice Vouchers,3,,Blount County,47009,516,90,469,100,6,7,2.3,1060,275,524,10762,4762,15,39,27,10,10,23,3,72,22,98,80,6,42,86,46,46,54,23,2,56,25,17,1,18,15,0,-1,82,0,2,-1,2,1,40,83,97,133,15,52,33,31,16,13,72,,,,,,TN,,,82.0
County,TN Tennessee,TN Bradley County 47011,9,Housing Choice Vouchers,3,,Bradley County,47011,208,99,206,100,6,16,2.5,507,271,486,11011,4474,17,34,26,10,13,25,4,64,25,93,67,4,53,90,55,35,97,22,4,61,17,17,0,47,43,-1,0,53,1,2,-1,3,4,21,86,98,111,13,46,41,23,27,18,62,,,,,,TN,,,53.0
County,TN Tennessee,TN Campbell County 47013,9,Housing Choice Vouchers,3,,Campbell County,47013,145,85,125,100,5,14,2.1,262,312,515,9948,4746,11,52,25,11,2,14,1,82,27,96,70,8,29,78,30,65,81,36,2,42,35,21,1,0,-1,-1,-1,100,-1,-1,-1,0,0,13,84,98,205,6,52,42,50,27,3,70,,,,,,TN,,,100.0
County,TN Tennessee,TN Cannon County 47015,9,Housing Choice Vouchers,3,,Cannon County,47015,4,-4,4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TN,,,
County,TN Tennessee,TN Carroll County 47017,9,Housing Choice Vouchers,3,,Carroll County,47017,11,97,11,100,9,18,1.9,21,353,532,11716,6137,9,64,9,9,9,18,-1,82,30,91,82,9,36,73,45,71,100,43,-1,27,36,36,-1,64,64,-1,-1,36,-1,-1,-1,0,0,67,78,82,214,45,18,36,18,20,15,73,,,,,,TN,,,36.0
County,TN Tennessee,TN Carter County 47019,9,Housing Choice Vouchers,3,,Carter County,47019,257,92,240,100,5,24,2.1,509,244,499,9879,4658,17,42,26,9,7,23,1,73,24,97,71,9,38,86,42,41,51,23,6,50,20,24,1,7,6,-1,-1,93,0,0,-1,1,0,8,60,99,154,24,53,23,24,25,5,66,,,,,,TN,,,93.0
