Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
2016-12-31,County,SD South Dakota,"SD Aurora County, South Dakota 46003",9,Housing Choice Vouchers,3,,Aurora County,46003,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
2016-12-31,County,SD South Dakota,"SD Beadle County, South Dakota 46005",9,Housing Choice Vouchers,3,,Beadle County,46005,258,74,185,97,6,14,1.6,295,266,383,11403,7151,4,53,26,7,9,12,-1,85,25,97,76,3,15,61,13,80,69,52,5,42,27,26,3,18,3,7,1,82,1,6,1,8,2,14,76,42,119,64,20,16,16,24,19,71,,,,,,SD,,,82.0
2016-12-31,County,SD South Dakota,"SD Bennett County, South Dakota 46007",9,Housing Choice Vouchers,3,,Bennett County,46007,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
2016-12-31,County,SD South Dakota,"SD Bon Homme County, South Dakota 46009",9,Housing Choice Vouchers,3,,Bon Homme County,46009,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
2016-12-31,County,SD South Dakota,"SD Brookings County, South Dakota 46011",9,Housing Choice Vouchers,3,,Brookings County,46011,304,66,192,96,4,33,2.5,476,304,558,13004,5246,8,27,23,18,24,37,2,48,24,95,64,15,42,76,47,31,59,17,7,65,10,17,2,26,8,10,2,74,1,4,1,6,0,6,44,80,130,40,24,36,1,17,8,49,,,,,,SD,,,74.0
2016-12-31,County,SD South Dakota,"SD Brown County, South Dakota 46013",9,Housing Choice Vouchers,3,,Brown County,46013,470,79,373,100,5,28,1.9,695,290,431,12489,6703,13,32,26,16,13,31,1,64,24,97,72,1,38,74,35,39,54,24,6,52,20,22,4,21,8,8,1,79,0,3,1,4,2,22,55,62,97,45,37,18,15,10,9,57,,,,,,SD,,,79.0
2016-12-31,County,SD South Dakota,"SD Butte County, South Dakota 46019",9,Housing Choice Vouchers,3,,Butte County,46019,100,86,84,97,4,11,2.3,196,342,500,12903,5530,6,31,26,18,18,33,-1,57,26,95,64,5,40,70,39,37,94,23,4,45,31,20,1,10,1,5,-1,90,-1,4,-1,4,0,5,51,83,172,25,35,40,29,10,8,69,,,,,,SD,,,90.0
2016-12-31,County,SD South Dakota,"SD Campbell County, South Dakota 46021",9,Housing Choice Vouchers,3,,Campbell County,46021,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
2016-12-31,County,SD South Dakota,"SD Charles Mix County, South Dakota 46023",9,Housing Choice Vouchers,3,,Charles Mix County,46023,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
2016-12-31,County,SD South Dakota,"SD Clark County, South Dakota 46025",9,Housing Choice Vouchers,3,,Clark County,46025,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,
