gsl,states,entities,sumlevel,program_label,program,sub_program,Name,code,Subsidized units available,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,% Minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,%White Non-Hispanic
County,OK Oklahoma,OK Adair County 40001,9,Housing Choice Vouchers,3,,Adair County,40001,34,76,25,97,4,20,2.7,68,338,495,12831,4717,12,32,24,12,20,32,-1,68,29,92,64,4,40,68,36,42,67,21,-1,56,20,24,-1,44,-1,40,-1,56,-1,4,-1,4,0,11,67,80,175,40,12,48,8,36,65,61,,,,,,OK,,,56.0
County,OK Oklahoma,OK Atoka County 40005,9,Housing Choice Vouchers,3,,Atoka County,40005,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Beckham County 40009,9,Housing Choice Vouchers,3,,Beckham County,40009,5,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Blaine County 40011,9,Housing Choice Vouchers,3,,Blaine County,40011,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Bryan County 40013,9,Housing Choice Vouchers,3,,Bryan County,40013,85,93,82,100,5,12,1.7,143,317,543,11796,6764,5,44,34,12,5,6,-1,94,30,96,57,2,27,70,24,69,76,47,1,37,22,40,5,10,4,5,1,90,-1,-1,-1,0,2,14,67,100,119,37,41,22,30,20,26,68,,,,,,OK,,,90.0
County,OK Oklahoma,OK Caddo County 40015,9,Housing Choice Vouchers,3,,Caddo County,40015,15,93,14,100,6,7,1.9,26,236,551,9463,5096,21,57,7,7,7,-1,-1,100,24,100,79,-1,29,86,29,-1,100,50,-1,21,14,64,14,57,21,21,-1,43,-1,7,7,14,0,-1,104,93,128,21,50,29,50,30,59,78,,,,,,OK,,,43.0
County,OK Oklahoma,OK Canadian County 40017,9,Housing Choice Vouchers,3,,Canadian County,40017,382,93,370,100,5,10,1.7,637,350,544,12889,7487,6,28,36,22,8,10,0,90,28,98,62,2,30,82,29,56,76,44,1,38,15,46,4,27,17,5,1,73,-1,5,0,5,1,17,77,99,124,45,32,23,21,7,27,72,,,,,,OK,,,73.0
County,OK Oklahoma,OK Carter County 40019,9,Housing Choice Vouchers,3,,Carter County,40019,81,93,79,100,5,11,1.9,148,345,543,12164,6493,5,39,33,14,9,20,4,76,31,94,59,3,33,86,33,65,93,41,3,44,35,18,1,41,35,3,-1,59,-1,3,-1,3,3,15,68,100,137,25,35,39,37,26,40,80,,,,,,OK,,,59.0
County,OK Oklahoma,OK Cherokee County 40021,9,Housing Choice Vouchers,3,,Cherokee County,40021,58,93,55,100,5,15,2.2,120,297,537,10970,5028,17,33,30,9,11,16,4,76,27,93,65,5,40,82,44,54,81,31,4,44,24,29,-1,35,2,33,-1,65,-1,-1,-1,0,2,20,70,96,145,24,31,45,29,30,52,58,,,,,,OK,,,65.0
County,OK Oklahoma,OK Choctaw County 40023,9,Housing Choice Vouchers,3,,Choctaw County,40023,178,58,106,100,5,27,2.4,255,249,457,10300,4281,14,43,27,9,7,29,4,63,25,98,76,4,50,91,51,29,50,15,8,54,23,15,1,56,50,5,-1,44,-1,1,-1,1,0,11,67,98,162,6,39,56,46,31,42,75,,,,,,OK,,,44.0
County,OK Oklahoma,OK Cimarron County 40025,9,Housing Choice Vouchers,3,,Cimarron County,40025,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Cleveland County 40027,9,Housing Choice Vouchers,3,,Cleveland County,40027,1382,89,1276,100,4,20,2.2,2794,295,597,10960,5006,17,33,24,15,12,25,1,67,22,98,72,3,47,82,46,35,69,22,8,53,20,18,1,31,20,6,1,69,0,4,1,5,0,13,64,97,115,31,42,28,18,22,27,57,,,,,,OK,,,69.0
County,OK Oklahoma,OK Coal County 40029,9,Housing Choice Vouchers,3,,Coal County,40029,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Comanche County 40031,9,Housing Choice Vouchers,3,,Comanche County,40031,737,94,730,100,5,20,2.6,1933,310,574,11498,4342,14,38,21,16,11,26,2,70,25,96,71,4,55,85,55,37,86,22,4,63,19,13,1,74,63,3,1,26,2,5,1,7,3,17,66,95,162,20,29,51,20,23,48,70,,,,,,OK,,,26.0
County,OK Oklahoma,OK Cotton County 40033,9,Housing Choice Vouchers,3,,Cotton County,40033,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Craig County 40035,9,Housing Choice Vouchers,3,,Craig County,40035,5,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Creek County 40037,9,Housing Choice Vouchers,3,,Creek County,40037,263,89,239,100,5,15,1.9,459,334,492,12708,6617,8,36,25,20,11,17,1,82,27,95,62,5,28,80,31,50,86,37,2,34,24,41,4,24,18,6,-1,76,-1,0,-1,0,2,16,75,92,146,47,27,26,15,18,25,78,,,,,,OK,,,76.0
County,OK Oklahoma,OK Custer County 40039,9,Housing Choice Vouchers,3,,Custer County,40039,27,93,26,100,7,4,1.6,42,258,543,9847,6096,15,50,23,12,-1,4,-1,96,24,100,77,-1,23,77,23,65,100,52,-1,31,35,35,-1,54,35,-1,-1,46,-1,19,-1,19,0,5,133,100,165,35,42,23,38,22,44,82,,,,,,OK,,,46.0
County,OK Oklahoma,OK Delaware County 40041,9,Housing Choice Vouchers,3,,Delaware County,40041,13,93,13,100,5,-1,1.8,24,332,543,12510,6776,8,38,23,23,8,15,-1,85,31,92,54,-1,31,85,31,63,40,33,-1,38,23,38,-1,31,-1,23,8,69,-1,-1,-1,0,0,-1,105,92,197,46,8,46,15,19,28,66,,,,,,OK,,,69.0
County,OK Oklahoma,OK Ellis County 40045,9,Housing Choice Vouchers,3,,Ellis County,40045,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Garfield County 40047,9,Housing Choice Vouchers,3,,Garfield County,40047,90,93,87,100,6,11,1.4,121,315,543,10878,7821,5,49,37,5,5,5,-1,95,27,98,74,1,17,84,17,81,83,62,2,38,33,26,2,17,15,2,-1,83,-1,-1,-1,0,1,14,106,98,132,39,48,13,40,17,23,78,,,,,,OK,,,83.0
County,OK Oklahoma,OK Garvin County 40049,9,Housing Choice Vouchers,3,,Garvin County,40049,16,93,16,100,5,-1,1.8,28,322,543,10663,6093,-1,63,31,-1,6,13,-1,88,27,100,88,-1,38,81,38,70,100,50,-1,44,19,38,-1,31,25,-1,-1,69,-1,6,-1,6,0,-1,118,100,158,25,50,25,31,17,26,82,,,,,,OK,,,69.0
County,OK Oklahoma,OK Grady County 40051,9,Housing Choice Vouchers,3,,Grady County,40051,35,93,34,100,6,12,2.1,71,329,543,11173,5350,12,41,29,12,6,9,-1,91,24,97,85,-1,41,85,41,55,100,41,-1,44,21,35,3,38,29,-1,3,62,-1,6,-1,6,3,18,103,100,155,29,29,41,26,21,24,78,,,,,,OK,,,62.0
County,OK Oklahoma,OK Grant County 40053,9,Housing Choice Vouchers,3,,Grant County,40053,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Greer County 40055,9,Housing Choice Vouchers,3,,Greer County,40055,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Haskell County 40061,9,Housing Choice Vouchers,3,,Haskell County,40061,8,-4,8,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Hughes County 40063,9,Housing Choice Vouchers,3,,Hughes County,40063,7,-4,7,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Jackson County 40065,9,Housing Choice Vouchers,3,,Jackson County,40065,54,93,52,100,7,19,2.3,120,308,543,11540,5001,6,52,21,13,8,31,-1,69,25,100,81,4,46,87,44,49,78,33,2,54,27,17,2,75,60,-1,-1,25,-1,15,-1,15,0,9,91,98,187,6,44,50,50,25,47,84,,,,,,OK,,,25.0
County,OK Oklahoma,OK Jefferson County 40067,9,Housing Choice Vouchers,3,,Jefferson County,40067,1,-4,1,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Johnston County 40069,9,Housing Choice Vouchers,3,,Johnston County,40069,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Kay County 40071,9,Housing Choice Vouchers,3,,Kay County,40071,147,99,147,100,6,27,1.4,205,374,333,13153,9432,2,29,40,22,6,10,-1,90,33,92,44,2,16,75,16,61,25,30,1,20,20,58,8,14,8,4,-1,86,-1,1,-1,1,0,9,50,99,148,73,18,9,9,21,25,77,,,,,,OK,,,86.0
County,OK Oklahoma,OK Kingfisher County 40073,9,Housing Choice Vouchers,3,,Kingfisher County,40073,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Kiowa County 40075,9,Housing Choice Vouchers,3,,Kiowa County,40075,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Latimer County 40077,9,Housing Choice Vouchers,3,,Latimer County,40077,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Le Flore County 40079,9,Housing Choice Vouchers,3,,Le Flore County,40079,68,93,66,100,5,8,1.9,127,298,543,10343,5375,11,53,24,9,3,21,-1,79,28,97,73,5,30,82,35,55,100,35,-1,48,32,20,-1,17,11,2,2,83,-1,2,2,3,0,20,83,100,149,38,35,27,18,24,24,75,,,,,,OK,,,83.0
County,OK Oklahoma,OK Lincoln County 40081,9,Housing Choice Vouchers,3,,Lincoln County,40081,33,93,32,100,6,16,1.6,50,325,543,11601,7425,6,47,25,13,9,6,-1,94,28,100,53,3,19,69,16,65,80,52,3,28,22,47,13,19,19,-1,-1,81,-1,-1,-1,0,0,24,108,78,165,25,50,25,56,15,16,75,,,,,,OK,,,81.0
County,OK Oklahoma,OK Logan County 40083,9,Housing Choice Vouchers,3,,Logan County,40083,87,93,84,100,6,7,2.0,164,354,543,12525,6415,12,29,29,18,12,17,-1,82,26,95,62,1,36,90,37,54,85,39,5,39,24,32,5,39,32,6,-1,61,1,-1,-1,1,1,17,72,83,159,12,55,33,45,19,23,74,,,,,,OK,,,61.0
County,OK Oklahoma,OK Love County 40085,9,Housing Choice Vouchers,3,,Love County,40085,2,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK McClain County 40087,9,Housing Choice Vouchers,3,,McClain County,40087,41,93,40,100,5,10,1.5,59,328,545,11632,7886,5,38,35,20,3,10,-1,90,25,98,70,-1,25,88,23,77,70,54,-1,28,48,25,-1,10,5,3,-1,90,-1,3,-1,3,0,11,80,95,135,25,68,8,43,12,20,79,,,,,,OK,,,90.0
County,OK Oklahoma,OK McCurtain County 40089,9,Housing Choice Vouchers,3,,McCurtain County,40089,227,80,181,100,5,17,2.2,402,254,445,10934,4923,12,48,19,16,5,29,1,70,27,97,71,4,47,83,45,29,35,16,8,51,16,25,2,44,27,16,-1,56,-1,1,-1,1,0,2,50,90,117,13,43,44,36,29,39,80,,,,,,OK,,,56.0
County,OK Oklahoma,OK McIntosh County 40091,9,Housing Choice Vouchers,3,,McIntosh County,40091,46,93,45,100,7,4,1.3,59,316,543,11472,8750,2,33,49,16,-1,7,-1,93,31,100,49,-1,16,89,16,63,83,61,-1,20,16,64,7,18,7,9,2,82,-1,-1,-1,0,2,13,66,93,127,47,44,9,33,29,34,73,,,,,,OK,,,82.0
County,OK Oklahoma,OK Marshall County 40095,9,Housing Choice Vouchers,3,,Marshall County,40095,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Mayes County 40097,9,Housing Choice Vouchers,3,,Mayes County,40097,36,93,35,100,6,6,1.5,52,353,541,11089,7464,-1,60,23,17,-1,3,-1,97,27,100,77,-1,20,86,17,70,93,60,-1,34,23,43,3,26,-1,26,-1,74,-1,-1,-1,0,6,21,101,49,196,29,37,34,54,22,31,71,,,,,,OK,,,74.0
County,OK Oklahoma,OK Murray County 40099,9,Housing Choice Vouchers,3,,Murray County,40099,4,-4,4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Muskogee County 40101,9,Housing Choice Vouchers,3,,Muskogee County,40101,915,87,759,95,5,35,2.2,1697,269,486,10777,4820,16,35,25,18,7,27,3,64,26,96,64,5,49,84,51,35,57,22,13,53,17,18,1,54,41,11,0,46,0,2,-1,2,1,6,43,95,126,31,31,38,19,31,51,65,,,,,,OK,,,46.0
County,OK Oklahoma,OK Noble County 40103,9,Housing Choice Vouchers,3,,Noble County,40103,5,-4,5,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
County,OK Oklahoma,OK Nowata County 40105,9,Housing Choice Vouchers,3,,Nowata County,40105,3,-4,3,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,OK,,,
